code,coding_system,event_abbreviation,tags
642.12,ICD9,Birth,possible
642.2,ICD9,Birth,possible
642.20,ICD9,Birth,possible
642.21,ICD9,Birth,possible
642.22,ICD9,Birth,possible
642.32,ICD9,Birth,possible
642.42,ICD9,Birth,possible
642.50,ICD9,Birth,possible
642.51,ICD9,Birth,possible
642.52,ICD9,Birth,possible
642.62,ICD9,Birth,possible
642.71,ICD9,Birth,possible
642.72,ICD9,Birth,possible
642.91,ICD9,Birth,possible
642.92,ICD9,Birth,possible
643.11,ICD9,Birth,possible
646.01,ICD9,Birth,possible
646.52,ICD9,Birth,possible
646.62,ICD9,Birth,possible
647.02,ICD9,Birth,possible
647.11,ICD9,Birth,possible
647.12,ICD9,Birth,possible
647.31,ICD9,Birth,possible
647.32,ICD9,Birth,possible
647.42,ICD9,Birth,possible
647.52,ICD9,Birth,possible
647.62,ICD9,Birth,possible
647.81,ICD9,Birth,possible
647.82,ICD9,Birth,possible
647.91,ICD9,Birth,possible
647.92,ICD9,Birth,possible
648.11,ICD9,Birth,possible
648.12,ICD9,Birth,possible
648.22,ICD9,Birth,possible
648.32,ICD9,Birth,possible
648.42,ICD9,Birth,possible
648.52,ICD9,Birth,possible
648.62,ICD9,Birth,possible
648.92,ICD9,Birth,possible
651.31,ICD9,Birth,possible
651.41,ICD9,Birth,possible
651.43,ICD9,Birth,possible
651.51,ICD9,Birth,possible
651.53,ICD9,Birth,possible
651.61,ICD9,Birth,possible
651.63,ICD9,Birth,possible
652.00,ICD9,Birth,possible
652.01,ICD9,Birth,possible
652.11,ICD9,Birth,possible
652.21,ICD9,Birth,possible
652.4,ICD9,Birth,possible
652.40,ICD9,Birth,possible
652.50,ICD9,Birth,possible
652.61,ICD9,Birth,possible
653.01,ICD9,Birth,possible
653.11,ICD9,Birth,possible
653.21,ICD9,Birth,possible
653.31,ICD9,Birth,possible
653.41,ICD9,Birth,possible
653.51,ICD9,Birth,possible
653.61,ICD9,Birth,possible
653.71,ICD9,Birth,possible
653.81,ICD9,Birth,possible
653.91,ICD9,Birth,possible
654.02,ICD9,Birth,possible
654.11,ICD9,Birth,possible
654.12,ICD9,Birth,possible
654.31,ICD9,Birth,possible
654.32,ICD9,Birth,possible
654.41,ICD9,Birth,possible
654.42,ICD9,Birth,possible
654.44,ICD9,Birth,possible
654.61,ICD9,Birth,possible
654.62,ICD9,Birth,possible
642.6,ICD9,Birth,possible
648.2,ICD9,Birth,possible
652.7,ICD9,Birth,possible
648.04,ICD9,Birth,possible
648.01,ICD9,Birth,possible
652.31,ICD9,Birth,possible
654.21,ICD9,Birth,possible
652.5,ICD9,Birth,possible
646.12,ICD9,Birth,possible
647.22,ICD9,Birth,possible
653.43,ICD9,Birth,possible
645.11,ICD9,Birth,possible
645.21,ICD9,Birth,possible
649.02,ICD9,Birth,possible
649.12,ICD9,Birth,possible
649.32,ICD9,Birth,possible
649.62,ICD9,Birth,possible
641.2,ICD9,Birth,possible
641.20,ICD9,Birth,possible
653.4,ICD9,Birth,possible
642.01,ICD9,Birth,possible
642.02,ICD9,Birth,possible
642.11,ICD9,Birth,possible
642.12,ICD9,Birth,possible
642.2,ICD9,Birth,possible
642.20,ICD9,Birth,possible
642.21,ICD9,Birth,possible
642.22,ICD9,Birth,possible
642.32,ICD9,Birth,possible
642.42,ICD9,Birth,possible
642.44,ICD9,Birth,possible
642.50,ICD9,Birth,possible
642.51,ICD9,Birth,possible
642.52,ICD9,Birth,possible
642.54,ICD9,Birth,possible
642.62,ICD9,Birth,possible
642.64,ICD9,Birth,possible
642.71,ICD9,Birth,possible
642.72,ICD9,Birth,possible
642.91,ICD9,Birth,possible
642.92,ICD9,Birth,possible
643.11,ICD9,Birth,possible
646.52,ICD9,Birth,possible
646.62,ICD9,Birth,possible
647.02,ICD9,Birth,possible
647.11,ICD9,Birth,possible
647.12,ICD9,Birth,possible
647.31,ICD9,Birth,possible
647.32,ICD9,Birth,possible
647.42,ICD9,Birth,possible
647.52,ICD9,Birth,possible
647.62,ICD9,Birth,possible
647.81,ICD9,Birth,possible
647.82,ICD9,Birth,possible
647.91,ICD9,Birth,possible
647.92,ICD9,Birth,possible
648.11,ICD9,Birth,possible
648.12,ICD9,Birth,possible
648.22,ICD9,Birth,possible
648.32,ICD9,Birth,possible
648.42,ICD9,Birth,possible
648.52,ICD9,Birth,possible
648.62,ICD9,Birth,possible
648.92,ICD9,Birth,possible
652.00,ICD9,Birth,possible
652.01,ICD9,Birth,possible
652.11,ICD9,Birth,possible
652.21,ICD9,Birth,possible
652.40,ICD9,Birth,possible
652.50,ICD9,Birth,possible
652.61,ICD9,Birth,possible
653.01,ICD9,Birth,possible
653.03,ICD9,Birth,possible
653.11,ICD9,Birth,possible
653.21,ICD9,Birth,possible
653.31,ICD9,Birth,possible
653.41,ICD9,Birth,possible
653.51,ICD9,Birth,possible
653.61,ICD9,Birth,possible
653.71,ICD9,Birth,possible
653.81,ICD9,Birth,possible
653.91,ICD9,Birth,possible
654.11,ICD9,Birth,possible
654.31,ICD9,Birth,possible
654.41,ICD9,Birth,possible
654.44,ICD9,Birth,possible
654.61,ICD9,Birth,possible
642.6,ICD9,Birth,possible
648.20,ICD9,Birth,possible
652.4,ICD9,Birth,possible
648.04,ICD9,Birth,possible
648.01,ICD9,Birth,possible
652.31,ICD9,Birth,possible
654.21,ICD9,Birth,possible
652.5,ICD9,Birth,possible
646.12,ICD9,Birth,possible
647.22,ICD9,Birth,possible
653.43,ICD9,Birth,possible
772.6,ICD9,Birth,possible
768.3,ICD9,Birth,possible
666,ICD9,Birth,possible
661.0,ICD9,Birth,possible
654.71,ICD9,Birth,possible
654.72,ICD9,Birth,possible
654.74,ICD9,Birth,possible
654.81,ICD9,Birth,possible
654.82,ICD9,Birth,possible
654.91,ICD9,Birth,possible
654.92,ICD9,Birth,possible
655.01,ICD9,Birth,possible
655.11,ICD9,Birth,possible
655.31,ICD9,Birth,possible
655.41,ICD9,Birth,possible
655.51,ICD9,Birth,possible
655.81,ICD9,Birth,possible
655.91,ICD9,Birth,possible
656.21,ICD9,Birth,possible
656.31,ICD9,Birth,possible
656.40,ICD9,Birth,possible
659.8,ICD9,Birth,possible
659.80,ICD9,Birth,possible
659.83,ICD9,Birth,possible
659.9,ICD9,Birth,possible
659.90,ICD9,Birth,possible
659.93,ICD9,Birth,possible
660.3,ICD9,Birth,possible
660.30,ICD9,Birth,possible
660.31,ICD9,Birth,possible
660.40,ICD9,Birth,possible
660.50,ICD9,Birth,possible
660.6,ICD9,Birth,possible
660.60,ICD9,Birth,possible
660.63,ICD9,Birth,possible
661.00,ICD9,Birth,possible
661.03,ICD9,Birth,possible
661.10,ICD9,Birth,possible
661.13,ICD9,Birth,possible
661.23,ICD9,Birth,possible
663.8,ICD9,Birth,possible
663.80,ICD9,Birth,possible
663.83,ICD9,Birth,possible
663,ICD9,Birth,possible
663.9,ICD9,Birth,possible
663.90,ICD9,Birth,possible
663.91,ICD9,Birth,possible
663.93,ICD9,Birth,possible
664.04,ICD9,Birth,possible
664.10,ICD9,Birth,possible
664.20,ICD9,Birth,possible
664.24,ICD9,Birth,possible
664.34,ICD9,Birth,possible
664.40,ICD9,Birth,possible
664.44,ICD9,Birth,possible
664.5,ICD9,Birth,possible
664.50,ICD9,Birth,possible
664.51,ICD9,Birth,possible
664.54,ICD9,Birth,possible
664.8,ICD9,Birth,possible
664.80,ICD9,Birth,possible
664.81,ICD9,Birth,possible
664.84,ICD9,Birth,possible
664.9,ICD9,Birth,possible
664.90,ICD9,Birth,possible
664.94,ICD9,Birth,possible
665.20,ICD9,Birth,possible
665.22,ICD9,Birth,possible
665.24,ICD9,Birth,possible
665.3,ICD9,Birth,possible
665.31,ICD9,Birth,possible
665.30,ICD9,Birth,possible
665.34,ICD9,Birth,possible
665.4,ICD9,Birth,possible
665.40,ICD9,Birth,possible
665.44,ICD9,Birth,possible
665.64,ICD9,Birth,possible
665.70,ICD9,Birth,possible
665.72,ICD9,Birth,possible
665.74,ICD9,Birth,possible
666.00,ICD9,Birth,possible
666.22,ICD9,Birth,possible
666.30,ICD9,Birth,possible
666.32,ICD9,Birth,possible
666.3,ICD9,Birth,possible
666.34,ICD9,Birth,possible
667,ICD9,Birth,possible
667.00,ICD9,Birth,possible
667.04,ICD9,Birth,possible
667.1,ICD9,Birth,possible
667.10,ICD9,Birth,possible
667.12,ICD9,Birth,possible
667.14,ICD9,Birth,possible
668.94,ICD9,Birth,possible
669.8,ICD9,Birth,possible
669.00,ICD9,Birth,possible
669.03,ICD9,Birth,possible
669.1,ICD9,Birth,possible
669.10,ICD9,Birth,possible
669.22,ICD9,Birth,possible
669.24,ICD9,Birth,possible
669.30,ICD9,Birth,possible
669.32,ICD9,Birth,possible
669.34,ICD9,Birth,possible
669.80,ICD9,Birth,possible
665.2,ICD9,Birth,possible
656.4,ICD9,Birth,possible
660.4,ICD9,Birth,possible
664.4,ICD9,Birth,possible
664.41,ICD9,Birth,possible
664.1,ICD9,Birth,possible
664.11,ICD9,Birth,possible
664.2,ICD9,Birth,possible
664.21,ICD9,Birth,possible
665.7,ICD9,Birth,possible
665.71,ICD9,Birth,possible
666.0,ICD9,Birth,possible
666.04,ICD9,Birth,possible
667.0,ICD9,Birth,possible
661.1,ICD9,Birth,possible
660.5,ICD9,Birth,possible
666.2,ICD9,Birth,possible
666.20,ICD9,Birth,possible
666.24,ICD9,Birth,possible
661.2,ICD9,Birth,possible
661.20,ICD9,Birth,possible
664.14,ICD9,Birth,possible
669.3,ICD9,Birth,possible
666.1,ICD9,Birth,possible
661.2,ICD9,Birth,possible
661.0,ICD9,Birth,possible
654.71,ICD9,Birth,possible
654.81,ICD9,Birth,possible
654.91,ICD9,Birth,possible
655.01,ICD9,Birth,possible
655.11,ICD9,Birth,possible
655.31,ICD9,Birth,possible
655.41,ICD9,Birth,possible
655.51,ICD9,Birth,possible
655.81,ICD9,Birth,possible
655.91,ICD9,Birth,possible
656.21,ICD9,Birth,possible
656.31,ICD9,Birth,possible
656.40,ICD9,Birth,possible
659.80,ICD9,Birth,possible
659.83,ICD9,Birth,possible
659.90,ICD9,Birth,possible
659.93,ICD9,Birth,possible
660.30,ICD9,Birth,possible
660.31,ICD9,Birth,possible
660.40,ICD9,Birth,possible
660.50,ICD9,Birth,possible
660.6,ICD9,Birth,possible
660.60,ICD9,Birth,possible
660.63,ICD9,Birth,possible
661.00,ICD9,Birth,possible
661.03,ICD9,Birth,possible
661.10,ICD9,Birth,possible
661.13,ICD9,Birth,possible
661.23,ICD9,Birth,possible
663.80,ICD9,Birth,possible
663.83,ICD9,Birth,possible
663.90,ICD9,Birth,possible
663.91,ICD9,Birth,possible
663.93,ICD9,Birth,possible
664.04,ICD9,Birth,possible
664.10,ICD9,Birth,possible
664.20,ICD9,Birth,possible
664.24,ICD9,Birth,possible
664.34,ICD9,Birth,possible
664.40,ICD9,Birth,possible
664.44,ICD9,Birth,possible
664.50,ICD9,Birth,possible
664.51,ICD9,Birth,possible
664.54,ICD9,Birth,possible
664.80,ICD9,Birth,possible
664.81,ICD9,Birth,possible
664.84,ICD9,Birth,possible
664.90,ICD9,Birth,possible
664.94,ICD9,Birth,possible
665.20,ICD9,Birth,possible
665.22,ICD9,Birth,possible
665.24,ICD9,Birth,possible
665.31,ICD9,Birth,possible
665.30,ICD9,Birth,possible
665.34,ICD9,Birth,possible
665.4,ICD9,Birth,possible
665.40,ICD9,Birth,possible
665.44,ICD9,Birth,possible
665.64,ICD9,Birth,possible
665.70,ICD9,Birth,possible
665.72,ICD9,Birth,possible
665.74,ICD9,Birth,possible
666.00,ICD9,Birth,possible
666.22,ICD9,Birth,possible
666.30,ICD9,Birth,possible
666.32,ICD9,Birth,possible
666.34,ICD9,Birth,possible
667.00,ICD9,Birth,possible
667.1,ICD9,Birth,possible
667.10,ICD9,Birth,possible
668.94,ICD9,Birth,possible
669.00,ICD9,Birth,possible
669.1,ICD9,Birth,possible
669.10,ICD9,Birth,possible
669.22,ICD9,Birth,possible
669.24,ICD9,Birth,possible
669.30,ICD9,Birth,possible
669.32,ICD9,Birth,possible
669.34,ICD9,Birth,possible
669.80,ICD9,Birth,possible
663.8,ICD9,Birth,possible
656.4,ICD9,Birth,possible
660.4,ICD9,Birth,possible
664.4,ICD9,Birth,possible
664.41,ICD9,Birth,possible
664.11,ICD9,Birth,possible
664.21,ICD9,Birth,possible
665.71,ICD9,Birth,possible
665.7,ICD9,Birth,possible
666.0,ICD9,Birth,possible
666.04,ICD9,Birth,possible
667.0,ICD9,Birth,possible
666.3,ICD9,Birth,possible
661.1,ICD9,Birth,possible
666.2,ICD9,Birth,possible
666.20,ICD9,Birth,possible
666.24,ICD9,Birth,possible
661.20,ICD9,Birth,possible
664.14,ICD9,Birth,possible
659.8,ICD9,Birth,possible
664.8,ICD9,Birth,possible
765.1,ICD9,Birth,possible
765.10,ICD9,Birth,possible
747.83,ICD9,Birth,possible
665.3,ICD9,Birth,possible
665.31,ICD9,Birth,possible
669.8,ICD9,Birth,possible
669.80,ICD9,Birth,possible
669.83,ICD9,Birth,possible
669.90,ICD9,Birth,possible
669.93,ICD9,Birth,possible
671.02,ICD9,Birth,possible
671.12,ICD9,Birth,possible
671.22,ICD9,Birth,possible
671.51,ICD9,Birth,possible
671.52,ICD9,Birth,possible
671.53,ICD9,Birth,possible
671.8,ICD9,Birth,possible
671.80,ICD9,Birth,possible
671.81,ICD9,Birth,possible
671.82,ICD9,Birth,possible
671.91,ICD9,Birth,possible
671.92,ICD9,Birth,possible
673.00,ICD9,Birth,possible
673.01,ICD9,Birth,possible
673.02,ICD9,Birth,possible
673.12,ICD9,Birth,possible
673.13,ICD9,Birth,possible
673.2,ICD9,Birth,possible
673.20,ICD9,Birth,possible
673.21,ICD9,Birth,possible
673.22,ICD9,Birth,possible
673.23,ICD9,Birth,possible
673.31,ICD9,Birth,possible
673.32,ICD9,Birth,possible
673.8,ICD9,Birth,possible
673.80,ICD9,Birth,possible
673.81,ICD9,Birth,possible
673.82,ICD9,Birth,possible
674.12,ICD9,Birth,possible
674.20,ICD9,Birth,possible
674.22,ICD9,Birth,possible
674.3,ICD9,Birth,possible
674.30,ICD9,Birth,possible
674.32,ICD9,Birth,possible
675.03,ICD9,Birth,possible
764.00,ICD9,Birth,possible
764.01,ICD9,Birth,possible
764.02,ICD9,Birth,possible
764.03,ICD9,Birth,possible
764.04,ICD9,Birth,possible
764.05,ICD9,Birth,possible
764.06,ICD9,Birth,possible
764.07,ICD9,Birth,possible
764.08,ICD9,Birth,possible
764.09,ICD9,Birth,possible
764.1,ICD9,Birth,possible
764.10,ICD9,Birth,possible
764.11,ICD9,Birth,possible
764.13,ICD9,Birth,possible
764.14,ICD9,Birth,possible
764.15,ICD9,Birth,possible
764.16,ICD9,Birth,possible
764.17,ICD9,Birth,possible
764.18,ICD9,Birth,possible
764.19,ICD9,Birth,possible
765.00,ICD9,Birth,possible
765.01,ICD9,Birth,possible
765.02,ICD9,Birth,possible
765.03,ICD9,Birth,possible
765.04,ICD9,Birth,possible
765.05,ICD9,Birth,possible
765.06,ICD9,Birth,possible
765.07,ICD9,Birth,possible
765.08,ICD9,Birth,possible
765.09,ICD9,Birth,possible
767.7,ICD9,Birth,possible
771.8,ICD9,Birth,possible
771.89,ICD9,Birth,possible
774,ICD9,Birth,possible
774.4,ICD9,Birth,possible
774.5,ICD9,Birth,possible
777.6,ICD9,Birth,possible
777.8,ICD9,Birth,possible
779,ICD9,Birth,possible
779.2,ICD9,Birth,possible
779.8,ICD9,Birth,possible
779.89,ICD9,Birth,possible
770.87,ICD9,Birth,possible
V27.9,ICD9,Birth,possible
669.9,ICD9,Birth,possible
671,ICD9,Birth,possible
671.9,ICD9,Birth,possible
671.90,ICD9,Birth,possible
779.9,ICD9,Birth,possible
765.0,ICD9,Birth,possible
770.4,ICD9,Birth,possible
772.1,ICD9,Birth,possible
677,ICD9,Birth,possible
760.76,ICD9,Birth,possible
675.14,ICD9,Birth,possible
760.2,ICD9,Birth,possible
770.7,ICD9,Birth,possible
770.3,ICD9,Birth,possible
765.21,ICD9,Birth,possible
765.22,ICD9,Birth,possible
674.5,ICD9,Birth,possible
765.2,ICD9,Birth,possible
765.20,ICD9,Birth,possible
765.23,ICD9,Birth,possible
765.24,ICD9,Birth,possible
765.25,ICD9,Birth,possible
765.26,ICD9,Birth,possible
765.27,ICD9,Birth,possible
765.28,ICD9,Birth,possible
765.29,ICD9,Birth,possible
674.50,ICD9,Birth,possible
674.53,ICD9,Birth,possible
772.6,ICD9,Birth,possible
674.2,ICD9,Birth,possible
674.24,ICD9,Birth,possible
665.1,ICD9,Birth,possible
640.01,ICD9,Birth,possible
640.81,ICD9,Birth,possible
640.91,ICD9,Birth,possible
641.31,ICD9,Birth,possible
643.01,ICD9,Birth,possible
643.21,ICD9,Birth,possible
643.81,ICD9,Birth,possible
643.91,ICD9,Birth,possible
765.10,ICD9,Birth,possible
665.31,ICD9,Birth,possible
669.80,ICD9,Birth,possible
669.90,ICD9,Birth,possible
671.02,ICD9,Birth,possible
671.12,ICD9,Birth,possible
671.22,ICD9,Birth,possible
671.51,ICD9,Birth,possible
671.52,ICD9,Birth,possible
671.53,ICD9,Birth,possible
671.80,ICD9,Birth,possible
671.81,ICD9,Birth,possible
671.82,ICD9,Birth,possible
671.91,ICD9,Birth,possible
671.92,ICD9,Birth,possible
673.00,ICD9,Birth,possible
673.01,ICD9,Birth,possible
673.02,ICD9,Birth,possible
673.12,ICD9,Birth,possible
673.20,ICD9,Birth,possible
673.21,ICD9,Birth,possible
673.22,ICD9,Birth,possible
673.23,ICD9,Birth,possible
673.31,ICD9,Birth,possible
673.32,ICD9,Birth,possible
673.80,ICD9,Birth,possible
673.81,ICD9,Birth,possible
673.82,ICD9,Birth,possible
674.12,ICD9,Birth,possible
674.20,ICD9,Birth,possible
674.22,ICD9,Birth,possible
674.30,ICD9,Birth,possible
674.32,ICD9,Birth,possible
675.03,ICD9,Birth,possible
764.00,ICD9,Birth,possible
764.01,ICD9,Birth,possible
764.02,ICD9,Birth,possible
764.03,ICD9,Birth,possible
764.04,ICD9,Birth,possible
764.05,ICD9,Birth,possible
764.06,ICD9,Birth,possible
764.07,ICD9,Birth,possible
764.08,ICD9,Birth,possible
764.09,ICD9,Birth,possible
764.1,ICD9,Birth,possible
764.10,ICD9,Birth,possible
764.11,ICD9,Birth,possible
764.13,ICD9,Birth,possible
764.14,ICD9,Birth,possible
764.15,ICD9,Birth,possible
764.16,ICD9,Birth,possible
764.17,ICD9,Birth,possible
764.18,ICD9,Birth,possible
764.19,ICD9,Birth,possible
765.09,ICD9,Birth,possible
V27.9,ICD9,Birth,possible
671.90,ICD9,Birth,possible
673.8,ICD9,Birth,possible
674.3,ICD9,Birth,possible
770.4,ICD9,Birth,possible
772.1,ICD9,Birth,possible
772.6,ICD9,Birth,possible
760.76,ICD9,Birth,possible
675.14,ICD9,Birth,possible
760.2,ICD9,Birth,possible
770.3,ICD9,Birth,possible
674.50,ICD9,Birth,possible
674.53,ICD9,Birth,possible
787.6,ICD9,Birth,possible
674.24,ICD9,Birth,possible
665.1,ICD9,Birth,possible
640.01,ICD9,Birth,possible
640.81,ICD9,Birth,possible
640.91,ICD9,Birth,possible
641.31,ICD9,Birth,possible
643.01,ICD9,Birth,possible
643.21,ICD9,Birth,possible
643.81,ICD9,Birth,possible
643.91,ICD9,Birth,possible
O45,ICD10,Birth,possible
O45.9,ICD10,Birth,possible
O45,ICD10,Birth,possible
O45.9,ICD10,Birth,possible
O45.90,ICD10,Birth,possible
O72,ICD10,Birth,possible
O62.0,ICD10,Birth,possible
O71.2,ICD10,Birth,possible
O71.3,ICD10,Birth,possible
O72.3,ICD10,Birth,possible
O73,ICD10,Birth,possible
O73.1,ICD10,Birth,possible
O75.1,ICD10,Birth,possible
O90.4,ICD10,Birth,possible
N85.5,ICD10,Birth,possible
O70,ICD10,Birth,possible
O70.9,ICD10,Birth,possible
O70.1,ICD10,Birth,possible
O70.2,ICD10,Birth,possible
O72.0,ICD10,Birth,possible
O73.0,ICD10,Birth,possible
O62.1,ICD10,Birth,possible
O72.2,ICD10,Birth,possible
O62.2,ICD10,Birth,possible
O72,ICD10,Birth,possible
O62.2,ICD10,Birth,possible
O62.0,ICD10,Birth,possible
O66.4,ICD10,Birth,possible
O66.40,ICD10,Birth,possible
O71.2,ICD10,Birth,possible
O71.3,ICD10,Birth,possible
O72.3,ICD10,Birth,possible
O73,ICD10,Birth,possible
O73.1,ICD10,Birth,possible
O75.1,ICD10,Birth,possible
O90.4,ICD10,Birth,possible
N85.5,ICD10,Birth,possible
O43.12,ICD10,Birth,possible
O43.129,ICD10,Birth,possible
O66.0,ICD10,Birth,possible
O70,ICD10,Birth,possible
O70.9,ICD10,Birth,possible
O70.1,ICD10,Birth,possible
O70.2,ICD10,Birth,possible
O71.7,ICD10,Birth,possible
O72.0,ICD10,Birth,possible
O73.0,ICD10,Birth,possible
O62.1,ICD10,Birth,possible
O72.2,ICD10,Birth,possible
P07.3,ICD10,Birth,possible
P29.3,ICD10,Birth,possible
O71.3,ICD10,Birth,possible
O88.2,ICD10,Birth,possible
P08.0,ICD10,Birth,possible
P39,ICD10,Birth,possible
P59,ICD10,Birth,possible
P78.0,ICD10,Birth,possible
P78.8,ICD10,Birth,possible
P96.8,ICD10,Birth,possible
O75.9,ICD10,Birth,possible
P96.9,ICD10,Birth,possible
P07.2,ICD10,Birth,possible
P25.2,ICD10,Birth,possible
P25.3,ICD10,Birth,possible
P25.1,ICD10,Birth,possible
P28.0,ICD10,Birth,possible
P27,ICD10,Birth,possible
P27.9,ICD10,Birth,possible
P91.0,ICD10,Birth,possible
P26,ICD10,Birth,possible
P26.9,ICD10,Birth,possible
O90.1,ICD10,Birth,possible
O71.1,ICD10,Birth,possible
P29.3,ICD10,Birth,possible
P29.30,ICD10,Birth,possible
O71.3,ICD10,Birth,possible
P39,ICD10,Birth,possible
P59,ICD10,Birth,possible
P78.0,ICD10,Birth,possible
P78.8,ICD10,Birth,possible
P78.89,ICD10,Birth,possible
P96.8,ICD10,Birth,possible
P96.89,ICD10,Birth,possible
P28.81,ICD10,Birth,possible
O75.9,ICD10,Birth,possible
P96.9,ICD10,Birth,possible
P25.2,ICD10,Birth,possible
P25.3,ICD10,Birth,possible
P25.1,ICD10,Birth,possible
P28.0,ICD10,Birth,possible
P27,ICD10,Birth,possible
P27.9,ICD10,Birth,possible
P91.0,ICD10,Birth,possible
P26,ICD10,Birth,possible
P26.9,ICD10,Birth,possible
O90.3,ICD10,Birth,possible
Z3A,ICD10,Birth,possible
P07.2,ICD10,Birth,possible
P07.23,ICD10,Birth,possible
R15,ICD10,Birth,possible
P07.21,ICD10,Birth,possible
P07.22,ICD10,Birth,possible
P07.24,ICD10,Birth,possible
P07.25,ICD10,Birth,possible
P07.26,ICD10,Birth,possible
P07.31,ICD10,Birth,possible
P07.32,ICD10,Birth,possible
P07.33,ICD10,Birth,possible
P07.34,ICD10,Birth,possible
P07.35,ICD10,Birth,possible
P07.36,ICD10,Birth,possible
P07.37,ICD10,Birth,possible
P07.38,ICD10,Birth,possible
P07.39,ICD10,Birth,possible
O71.1,ICD10,Birth,possible
198909001,SNOMED,Birth,possible
198913008,SNOMED,Birth,possible
35898002,SNOMED,Birth,possible
360561001,SNOMED,Birth,possible
405736009,SNOMED,Birth,possible
415105001,SNOMED,Birth,possible
199397009,SNOMED,Birth,possible
25749005,SNOMED,Birth,possible
367482008,SNOMED,Birth,possible
60994005,SNOMED,Birth,possible
267197003,SNOMED,Birth,possible
198956003,SNOMED,Birth,possible
198957007,SNOMED,Birth,possible
198962008,SNOMED,Birth,possible
303063000,SNOMED,Birth,possible
199027009,SNOMED,Birth,possible
199344003,SNOMED,Birth,possible
37762002,SNOMED,Birth,possible
199405005,SNOMED,Birth,possible
199409004,SNOMED,Birth,possible
199413006,SNOMED,Birth,possible
199432000,SNOMED,Birth,possible
199468005,SNOMED,Birth,possible
199249005,SNOMED,Birth,possible
45828008,SNOMED,Birth,possible
79255005,SNOMED,Birth,possible
9780006,SNOMED,Birth,possible
199228009,SNOMED,Birth,possible
199225007,SNOMED,Birth,possible
199373000,SNOMED,Birth,possible
199374006,SNOMED,Birth,possible
199377004,SNOMED,Birth,possible
62098001,SNOMED,Birth,possible
199075004,SNOMED,Birth,possible
206282005,SNOMED,Birth,possible
233815004,SNOMED,Birth,possible
156102007,SNOMED,Birth,possible
198908009,SNOMED,Birth,possible
198909001,SNOMED,Birth,possible
198913008,SNOMED,Birth,possible
267198008,SNOMED,Birth,possible
35898002,SNOMED,Birth,possible
360561001,SNOMED,Birth,possible
405736009,SNOMED,Birth,possible
415105001,SNOMED,Birth,possible
156162005,SNOMED,Birth,possible
199397009,SNOMED,Birth,possible
25749005,SNOMED,Birth,possible
267329003,SNOMED,Birth,possible
367482008,SNOMED,Birth,possible
60994005,SNOMED,Birth,possible
198896000,SNOMED,Birth,possible
267197003,SNOMED,Birth,possible
198956003,SNOMED,Birth,possible
198957007,SNOMED,Birth,possible
198962008,SNOMED,Birth,possible
303063000,SNOMED,Birth,possible
199027009,SNOMED,Birth,possible
199344003,SNOMED,Birth,possible
37762002,SNOMED,Birth,possible
199405005,SNOMED,Birth,possible
199409004,SNOMED,Birth,possible
199413006,SNOMED,Birth,possible
199432000,SNOMED,Birth,possible
199468005,SNOMED,Birth,possible
156140005,SNOMED,Birth,possible
199249005,SNOMED,Birth,possible
45828008,SNOMED,Birth,possible
79255005,SNOMED,Birth,possible
9780006,SNOMED,Birth,possible
199228009,SNOMED,Birth,possible
199225007,SNOMED,Birth,possible
156160002,SNOMED,Birth,possible
199373000,SNOMED,Birth,possible
199374006,SNOMED,Birth,possible
199377004,SNOMED,Birth,possible
62098001,SNOMED,Birth,possible
199075004,SNOMED,Birth,possible
206282005,SNOMED,Birth,possible
204507004,SNOMED,Birth,possible
206597007,SNOMED,Birth,possible
233815004,SNOMED,Birth,possible
35604006,SNOMED,Birth,possible
111464001,SNOMED,Birth,possible
414025005,SNOMED,Birth,possible
111464001,SNOMED,Birth,possible
414025005,SNOMED,Birth,possible
156243000,SNOMED,Birth,possible
200033009,SNOMED,Birth,possible
47821001,SNOMED,Birth,possible
26158002,SNOMED,Birth,possible
87989004,SNOMED,Birth,possible
9293002,SNOMED,Birth,possible
111449001,SNOMED,Birth,possible
199818007,SNOMED,Birth,possible
199822002,SNOMED,Birth,possible
387692004,SNOMED,Birth,possible
387696001,SNOMED,Birth,possible
387699008,SNOMED,Birth,possible
387700009,SNOMED,Birth,possible
199790009,SNOMED,Birth,possible
199795004,SNOMED,Birth,possible
23332002,SNOMED,Birth,possible
740597009,SNOMED,Birth,possible
199943000,SNOMED,Birth,possible
199946008,SNOMED,Birth,possible
267269004,SNOMED,Birth,possible
199972004,SNOMED,Birth,possible
199973009,SNOMED,Birth,possible
199976001,SNOMED,Birth,possible
9071004,SNOMED,Birth,possible
200029002,SNOMED,Birth,possible
200032004,SNOMED,Birth,possible
267272006,SNOMED,Birth,possible
111454005,SNOMED,Birth,possible
200158002,SNOMED,Birth,possible
200159005,SNOMED,Birth,possible
200165005,SNOMED,Birth,possible
200104006,SNOMED,Birth,possible
200109001,SNOMED,Birth,possible
84007008,SNOMED,Birth,possible
13010001,SNOMED,Birth,possible
733839001,SNOMED,Birth,possible
199968003,SNOMED,Birth,possible
199971006,SNOMED,Birth,possible
27215002,SNOMED,Birth,possible
77278008,SNOMED,Birth,possible
14022007,SNOMED,Birth,possible
399363000,SNOMED,Birth,possible
7428005,SNOMED,Birth,possible
199782009,SNOMED,Birth,possible
199785006,SNOMED,Birth,possible
89700002,SNOMED,Birth,possible
12172008,SNOMED,Birth,possible
