event_definition,coding_system,code,code_name,concept,concept_name,tags,origin,system,event_abbreviation,type
Ongoing Pregnancy,SNOMEDCT_US,157059004,Placenta praevia,C0032046,Placenta Previa,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,SNOMEDCT_US,34842007,Antepartum hemorrhage,C0269608,Antepartum hemorrhage,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,SNOMEDCT_US,198940008,Antepartum haemorrhage NOS,C0269608,Antepartum hemorrhage,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,SNOMEDCT_US,157060009,Antepartum haemorrhage,C0269608,Antepartum hemorrhage,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,SNOMEDCT_US,156100004,Antepartum haemorrhage,C0269608,Antepartum hemorrhage,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,SNOMEDCT_US,156104008,Antepartum haemorrhage NOS,C0269608,Antepartum hemorrhage,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,SNOMEDCT_US,198936004,Antepartum haemorrhage NOS,C0269608,Antepartum hemorrhage,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,SNOMEDCT_US,198937008,"Antepartum haemorrhage NOS, unspecified",C0269608,Antepartum hemorrhage,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,SNOMEDCT_US,111437002,"Other specified haemorrhage in early pregnancy, antepartum condition or complication",C0269607,"Other specified hemorrhage in early pregnancy, antepartum condition or complication",narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,SNOMEDCT_US,26528001,Haemorrhage of caesarean section AND/OR perineal wound,C0269969,Hemorrhage of cesarean section or perineal wound,exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,SNOMEDCT_US,85309007,Haematoma of caesarean section AND/OR perineal wound,C0269968,Hematoma of cesarean section or perineal wound,exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,SNOMEDCT_US,276367008,Wanted pregnancy,C0455859,Wanted pregnancy,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,SNOMEDCT_US,42537006,Secondary perineal tear in the puerperium,C0269967,Secondary perineal tear in the puerperium,exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,SNOMEDCT_US,2261009,Obstetrical pulmonary fat embolism,C0269960,Obstetrical pulmonary fat embolism,exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,SNOMEDCT_US,156107001,Transient hypertension of pregnancy,C0341934,Transient hypertension of pregnancy,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,SNOMEDCT_US,198970003,Transient hypertension of pregnancy,C0341934,Transient hypertension of pregnancy,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,SNOMEDCT_US,198971004,Transient hypertension of pregnancy NOS,C0341934,Transient hypertension of pregnancy,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,SNOMEDCT_US,198964009,Transient hypertension of pregnancy unspecified,C0341934,Transient hypertension of pregnancy,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,SNOMEDCT_US,237279007,Transient hypertension of pregnancy,C0341934,Transient hypertension of pregnancy,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,SNOMEDCT_US,198948001,"Benign essential hypertension complicating pregnancy, childbirth and the puerperium NOS",C0341930,"Benign essential hypertension complicating pregnancy, childbirth and the puerperium",exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,SNOMEDCT_US,198942000,"Benign essential hypertension complicating pregnancy, childbirth and the puerperium",C0341930,"Benign essential hypertension complicating pregnancy, childbirth and the puerperium",exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,SNOMEDCT_US,198943005,"Benign essential hypertension complicating pregnancy, childbirth and the puerperium unspecified",C0341930,"Benign essential hypertension complicating pregnancy, childbirth and the puerperium",exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,SNOMEDCT_US,206703004,[X]Other specified conditions originating in the perinatal period,C0159027,Other specified conditions originating in the perinatal period,exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,SNOMEDCT_US,199051004,Threatened premature labor NOS,C0473390,Threatened premature labor,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,SNOMEDCT_US,4946002,Premature labor after 22 weeks but before 37 completed weeks of gestation without delivery,C0473390,Threatened premature labor,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,SNOMEDCT_US,199048006,Threatened premature labor unspecified,C0473390,Threatened premature labor,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O07,Failed attempted abortion,C0392536,Failed attempted abortion,exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,P78.8,Other specified perinatal digestive system disorders,C0017178,Gastrointestinal Diseases,exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,P08.0,Exceptionally large baby,C1848395,Large for gestational age,exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O66.4,"Failed trial of labour, unspecified",C0157223,Failed trial of labor,exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,P96.9,"Condition originating in the perinatal period, unspecified",C0270075,Perinatal disorder,exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,P07.2,Extreme immaturity,C0270078,Extreme immaturity,exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O75.9,"Complication of labour and delivery, unspecified",C0022865,Obstetric Labor Complications,exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,P25.3,Pneumopericardium originating in the perinatal period,C0032319,Pneumopericardium,exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,P25.1,Pneumothorax originating in the perinatal period,C4761015,Neonatal pneumothorax,exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O21.0,Mild hyperemesis gravidarum,C0020450,Hyperemesis Gravidarum,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O21,Excessive vomiting in pregnancy,C0020450,Hyperemesis Gravidarum,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O14.1,Severe pre-eclampsia,C5577865,Pre-eclampsia with severe features,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O88.2,Obstetric blood-clot embolism,C0157552,Obstetrical blood clot embolism,exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O21.2,Late vomiting of pregnancy,C0156699,Late vomiting of pregnancy,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O45.0,Premature separation of placenta with coagulation defect,C0000832,Abruptio Placentae,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O45.8,Other premature separation of placenta,C0000832,Abruptio Placentae,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,P28.0,Primary atelectasis of newborn,C0270164,Perinatal atelectasis,exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O48,Prolonged pregnancy,C0032993,"Pregnancy, Prolonged",exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O20.0,Threatened abortion,C0000821,Threatened abortion,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O90.3,Cardiomyopathy in the puerperium,C0878544,Cardiomyopathies,exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,P25.2,Pneumomediastinum originating in the perinatal period,C0025062,Mediastinal Emphysema,exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O44.1,Placenta praevia with haemorrhage,C0156621,Placenta previa with hemorrhage,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O21.8,Other vomiting complicating pregnancy,C0269661,Vomiting of pregnancy,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O21.9,"Vomiting of pregnancy, unspecified",C0269661,Vomiting of pregnancy,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O44.0,Placenta praevia specified as without haemorrhage,C0156617,Placenta previa without hemorrhage,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O12.0,Gestational oedema,C0341960,Gestational edema,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O12.2,Gestational oedema with proteinuria,C0341960,Gestational edema,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O20.8,Other haemorrhage in early pregnancy,C0156604,Hemorrhage in early pregnancy,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O20.9,"Haemorrhage in early pregnancy, unspecified",C0156604,Hemorrhage in early pregnancy,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O20,Haemorrhage in early pregnancy,C0156604,Hemorrhage in early pregnancy,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O31.0,Papyraceous fetus,C0156724,Fetus papyraceous,exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O60-O75.9,Complications of labour and delivery,C0269815,"Complication of labor and delivery, unspecified",exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O15.00,"Eclampsia complicating pregnancy, unspecified trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O44.03,"Complete placenta previa NOS or without hemorrhage, third trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O44.02,"Complete placenta previa NOS or without hemorrhage, second trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O44.01,"Complete placenta previa NOS or without hemorrhage, first trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O15.03,"Eclampsia complicating pregnancy, third trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O12.10,"Gestational proteinuria, unspecified trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O12.11,"Gestational proteinuria, first trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O12.12,"Gestational proteinuria, second trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O15.02,"Eclampsia complicating pregnancy, second trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O44.51,"Low lying placenta with hemorrhage, first trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O44.50,"Low lying placenta with hemorrhage, unspecified trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O44.11,"Complete placenta previa with hemorrhage, first trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O44.10,"Complete placenta previa with hemorrhage, unspecified trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O44.53,"Low lying placenta with hemorrhage, third trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O44.52,"Low lying placenta with hemorrhage, second trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O44.13,"Complete placenta previa with hemorrhage, third trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O44.12,"Complete placenta previa with hemorrhage, second trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O12.20,"Gestational edema with proteinuria, unspecified trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O14.00,"Mild to moderate pre-eclampsia, unspecified trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O12.21,"Gestational edema with proteinuria, first trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O14.03,"Mild to moderate pre-eclampsia, third trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O12.22,"Gestational edema with proteinuria, second trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O14.02,"Mild to moderate pre-eclampsia, second trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O12.23,"Gestational edema with proteinuria, third trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O12.13,"Gestational proteinuria, third trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O46.00,"Antepartum hemorrhage with coagulation defect, unspecified",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O46.01,Antepartum hemorrhage with afibrinogenemia,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O46.02,Antepartum hemorrhage with disseminated intravascular coagulation,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O44.22,"Partial placenta previa NOS or without hemorrhage, second trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O44.21,"Partial placenta previa NOS or without hemorrhage, first trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O44.20,"Partial placenta previa NOS or without hemorrhage, unspecified trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O14.10,"Severe pre-eclampsia, unspecified trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O46.09,Antepartum hemorrhage with other coagulation defect,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O44.23,"Partial placenta previa NOS or without hemorrhage, third trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O14.12,"Severe pre-eclampsia, second trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O14.13,"Severe pre-eclampsia, third trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O46.90,"Antepartum hemorrhage, unspecified, unspecified trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O46.91,"Antepartum hemorrhage, unspecified, first trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O46.92,"Antepartum hemorrhage, unspecified, second trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O46.93,"Antepartum hemorrhage, unspecified, third trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O46.8X,Other antepartum hemorrhage,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O45.00,"Premature separation of placenta with coagulation defect, unspecified",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O45.01,Premature separation of placenta with afibrinogenemia,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O44.33,"Partial placenta previa with hemorrhage, third trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O44.32,"Partial placenta previa with hemorrhage, second trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O44.31,"Partial placenta previa with hemorrhage, first trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O44.30,"Partial placenta previa with hemorrhage, unspecified trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O44.2,Partial placenta previa without hemorrhage,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O45.09,Premature separation of placenta with other coagulation defect,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O44.4,Low lying placenta NOS or without hemorrhage,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O45.02,Premature separation of placenta with disseminated intravascular coagulation,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O44.3,Partial placenta previa with hemorrhage,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O44.5,Low lying placenta with hemorrhage,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O45.90,"Premature separation of placenta, unspecified, unspecified trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O45.91,"Premature separation of placenta, unspecified, first trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O45.92,"Premature separation of placenta, unspecified, second trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O44.40,"Low lying placenta NOS or without hemorrhage, unspecified trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O45.8X,Other premature separation of placenta,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O45.93,"Premature separation of placenta, unspecified, third trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O44.00,"Complete placenta previa NOS or without hemorrhage, unspecified trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O44.43,"Low lying placenta NOS or without hemorrhage, third trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O44.42,"Low lying placenta NOS or without hemorrhage, second trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O44.41,"Low lying placenta NOS or without hemorrhage, first trimester",C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O21.1,Hyperemesis gravidarum with metabolic disturbance,C0405080,Hyperemesis gravidarum with metabolic disturbance,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,P96.8,Other specified conditions originating in the perinatal period,C0021290,Neonatal disorder,exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,P39,Other infections specific to the perinatal period,C0854706,Neonatal infection,exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,P78.0,Perinatal intestinal perforation,C0159006,Perinatal intestinal perforation,exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O44,Placenta praevia,C0032046,Placenta Previa,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,O46.9,"Antepartum haemorrhage, unspecified",C0269608,Antepartum hemorrhage,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10_2019,P59,Neonatal jaundice from other and unspecified causes,C0022353,Neonatal Jaundice,exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICPC2P,W05004,Hyperemesis gravidarum,C0020450,Hyperemesis Gravidarum,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICPC2P,W84003,Pregnancy;post term,C0032993,"Pregnancy, Prolonged",exclude,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICPC2P,W82003,Abortion;threatened,C0000821,Threatened abortion,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICPC2P,W82006,Miscarriage;threatened,C0000821,Threatened abortion,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICPC2P,W05003,Vomiting;pregnancy,C0269661,Vomiting of pregnancy,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICPC2P,W82,Miscarriage-threatened,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICPC2P,W99005,Placenta praevia,C0032046,Placenta Previa,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICPC2P,W03001,Bleeding;antepartum,C0269608,Antepartum hemorrhage,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICPC2P,W03004,Haemorrhage;antepartum,C0269608,Antepartum hemorrhage,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O21.0,Mild hyperemesis gravidarum,C0020451,Mild hyperemesis gravidarum,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O21,Excessive vomiting in pregnancy,C0020450,Hyperemesis Gravidarum,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O21.2,Late vomiting of pregnancy,C0156699,Late vomiting of pregnancy,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O20.0,Threatened abortion,C0000821,Threatened abortion,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O44.1,Placenta praevia with haemorrhage,C0156621,Placenta previa with hemorrhage,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O21.9,"Vomiting of pregnancy, unspecified",C0269661,Vomiting of pregnancy,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O14.1,Severe pre-eclampsia,C0341950,Severe pre-eclampsia,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O44.0,Placenta praevia specified as without haemorrhage,C0156617,Placenta previa without hemorrhage,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O12.2,Gestational oedema with proteinuria,C0475548,Gestational edema with proteinuria,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O12.0,Gestational oedema,C0341960,Gestational edema,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O45.8,Other premature separation of placenta,C0477836,Other premature separation of placenta,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O21.8,Other vomiting complicating pregnancy,C0156703,Other vomiting complicating pregnancy,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O45.0,Premature separation of placenta with coagulation defect,C0451794,Premature separation of placenta with coagulation defect,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O20.8,Other haemorrhage in early pregnancy,C0477813,Other hemorrhage in early pregnancy,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O20.9,"Haemorrhage in early pregnancy, unspecified",C0156604,Hemorrhage in early pregnancy,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O20,Haemorrhage in early pregnancy,C0156604,Hemorrhage in early pregnancy,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O15.00,Eclampsia complicating pregnancy- unspecified trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O44.03,Complete placenta previa NOS or without hemorrhage- third trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O44.02,Complete placenta previa NOS or without hemorrhage- second trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O44.01,Complete placenta previa NOS or without hemorrhage- first trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O15.03,Eclampsia complicating pregnancy- third trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O12.10,Gestational proteinuria- unspecified trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O12.11,Gestational proteinuria- first trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O12.12,Gestational proteinuria- second trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O15.02,Eclampsia complicating pregnancy- second trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O44.51,Low lying placenta with hemorrhage- first trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O44.50,Low lying placenta with hemorrhage- unspecified trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O44.11,Complete placenta previa with hemorrhage- first trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O44.10,Complete placenta previa with hemorrhage- unspecified trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O44.53,Low lying placenta with hemorrhage- third trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O44.52,Low lying placenta with hemorrhage- second trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O44.13,Complete placenta previa with hemorrhage- third trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O44.12,Complete placenta previa with hemorrhage- second trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
Ongoing Pregnancy,ICD10,O12.20,Gestational edema with proteinuria- unspecified trimester,C0000000,Unassociated custom codes,narrow,,P,OngoingPregnancy1,PrA
