event_definition,coding_system,code_issue_dot,code_name,concept,concept_name,tags,system,event_abbreviation,type,code
Ongoing Pregnancy,ICD10CM,Z3A.21,21 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy6,PrA,Z3A.21
Ongoing Pregnancy,ICD10CM,Z3A.21,21 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy7,PrA,Z3A.21
Ongoing Pregnancy,ICD10CM,Z3A.22,22 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy6,PrA,Z3A.22
Ongoing Pregnancy,ICD10CM,Z3A.22,22 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy7,PrA,Z3A.22
Ongoing Pregnancy,ICD10CM,Z3A.23,23 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy6,PrA,Z3A.23
Ongoing Pregnancy,ICD10CM,Z3A.23,23 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy7,PrA,Z3A.23
Ongoing Pregnancy,ICD10CM,Z3A.24,24 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy6,PrA,Z3A.24
Ongoing Pregnancy,ICD10CM,Z3A.24,24 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy7,PrA,Z3A.24
Ongoing Pregnancy,ICD10CM,Z3A.25,25 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy6,PrA,Z3A.25
Ongoing Pregnancy,ICD10CM,Z3A.25,25 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy7,PrA,Z3A.25
Ongoing Pregnancy,ICD10CM,Z3A.26,26 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy6,PrA,Z3A.26
Ongoing Pregnancy,ICD10CM,Z3A.26,26 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy7,PrA,Z3A.26
Ongoing Pregnancy,ICD10CM,Z3A.27,27 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy6,PrA,Z3A.27
Ongoing Pregnancy,ICD10CM,Z3A.27,27 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy7,PrA,Z3A.27
Ongoing Pregnancy,ICD10CM,Z3A.28,28 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy6,PrA,Z3A.28
Ongoing Pregnancy,ICD10CM,Z3A.28,28 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy7,PrA,Z3A.28
Ongoing Pregnancy,ICD10CM,Z3A.29,29 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy6,PrA,Z3A.29
Ongoing Pregnancy,ICD10CM,Z3A.29,29 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy7,PrA,Z3A.29
Ongoing Pregnancy,ICD10CM,Z3A.3,Weeks of gestation of pregnancy- weeks 30-39,C3264108,Weeks of gestation of pregnancy- weeks 30-39,narrow,P,OngoingPregnancy7,PrA,Z3A.3
Ongoing Pregnancy,ICD10CM,Z3A.30,30 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy6,PrA,Z3A.30
Ongoing Pregnancy,ICD10CM,Z3A.30,30 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy7,PrA,Z3A.30
Ongoing Pregnancy,ICD10CM,Z3A.31,31 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy6,PrA,Z3A.31
Ongoing Pregnancy,ICD10CM,Z3A.31,31 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy7,PrA,Z3A.31
Ongoing Pregnancy,ICD10CM,Z3A.32,32 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy6,PrA,Z3A.32
Ongoing Pregnancy,ICD10CM,Z3A.32,32 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy7,PrA,Z3A.32
Ongoing Pregnancy,ICD10CM,Z3A.33,33 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy6,PrA,Z3A.33
Ongoing Pregnancy,ICD10CM,Z3A.33,33 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy7,PrA,Z3A.33
Ongoing Pregnancy,ICD10CM,Z3A.34,34 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy6,PrA,Z3A.34
Ongoing Pregnancy,ICD10CM,Z3A.34,34 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy7,PrA,Z3A.34
Ongoing Pregnancy,ICD10CM,Z3A.35,35 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy6,PrA,Z3A.35
Ongoing Pregnancy,ICD10CM,Z3A.35,35 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy7,PrA,Z3A.35
Ongoing Pregnancy,ICD10CM,Z3A.36,36 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy6,PrA,Z3A.36
Ongoing Pregnancy,ICD10CM,Z3A.36,36 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy7,PrA,Z3A.36
Ongoing Pregnancy,ICD10CM,Z3A.37,37 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy6,PrA,Z3A.37
Ongoing Pregnancy,ICD10CM,Z3A.37,37 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy7,PrA,Z3A.37
Ongoing Pregnancy,ICD10CM,Z3A.38,38 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy6,PrA,Z3A.38
Ongoing Pregnancy,ICD10CM,Z3A.38,38 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy7,PrA,Z3A.38
Ongoing Pregnancy,ICD10CM,Z3A.39,39 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy6,PrA,Z3A.39
Ongoing Pregnancy,ICD10CM,Z3A.39,39 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy7,PrA,Z3A.39
Ongoing Pregnancy,ICD10CM,Z3A.4,Weeks of gestation of pregnancy- weeks 40 or greater,C3264119,Weeks of gestation of pregnancy- weeks 40 or greater,narrow,P,OngoingPregnancy7,PrA,Z3A.4
Ongoing Pregnancy,ICD10CM,Z3A.40,40 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy6,PrA,Z3A.40
Ongoing Pregnancy,ICD10CM,Z3A.40,40 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy7,PrA,Z3A.40
Ongoing Pregnancy,ICD10CM,Z3A.41,41 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy6,PrA,Z3A.41
Ongoing Pregnancy,ICD10CM,Z3A.41,41 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy7,PrA,Z3A.41
Ongoing Pregnancy,ICD10CM,Z3A.42,42 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy6,PrA,Z3A.42
Ongoing Pregnancy,ICD10CM,Z3A.42,42 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy7,PrA,Z3A.42
Ongoing Pregnancy,ICD10CM,Z3A.49,Greater than 42 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy6,PrA,Z3A.49
Ongoing Pregnancy,ICD10CM,Z3A.49,Greater than 42 weeks gestation of pregnancy,"","",narrow,P,OngoingPregnancy7,PrA,Z3A.49
Ongoing Pregnancy,ICD9CM,622.5,Incompetence of cervix,C0007871,Uterine Cervical Incompetence,narrow,P,OngoingPregnancy7,PrA,622.5
Ongoing Pregnancy,ICD9CM,631,Other abnormal products of conception,C3161120,"",narrow,P,OngoingPregnancy7,PrA,631
Ongoing Pregnancy,ICD9CM,633.21,Ovarian pregnancy with intrauterine pregnancy,C1135236,Combined intrauterine and ovarian pregnancy,narrow,P,OngoingPregnancy1,PrA,633.21
Ongoing Pregnancy,ICD9CM,633.91,Unspecified ectopic pregnancy with intrauterine pregnancy,C1135240,Unspecified ectopic pregnancy with intrauterine pregnancy,narrow,P,OngoingPregnancy1,PrA,633.91
Ongoing Pregnancy,ICD9CM,640,Hemorrhage in early pregnancy,C0156604,Hemorrhage in early pregnancy,narrow,P,OngoingPregnancy1,PrA,640
Ongoing Pregnancy,ICD9CM,640.0,Threatened abortion,C0000821,Threatened abortion,narrow,P,OngoingPregnancy1,PrA,640.0
Ongoing Pregnancy,ICD9CM,640.0,Threatened abortion,C0000821,Threatened abortion,narrow,P,OngoingPregnancy7,PrA,640.0
Ongoing Pregnancy,ICD9CM,640.00,Threatened abortion- unspecified as to episode of care or not applicable,"","",narrow,P,OngoingPregnancy7,PrA,640.00
Ongoing Pregnancy,ICD9CM,640.03,Threatened abortion- antepartum condition or complication,C0000821,Threatened abortion,narrow,P,OngoingPregnancy1,PrA,640.03
Ongoing Pregnancy,ICD9CM,640.03,Threatened abortion- antepartum condition or complication,C0000821,Threatened abortion,narrow,P,OngoingPregnancy7,PrA,640.03
Ongoing Pregnancy,ICD9CM,640.8,Other specified hemorrhage in early pregnancy,C0156608,Other specified hemorrhage in early pregnancy,narrow,P,OngoingPregnancy1,PrA,640.8
Ongoing Pregnancy,ICD9CM,640.80,Other specified hemorrhage in early pregnancy- unspecified as to episode of care or not applicable,C0156609,Other specified hemorrhage in early pregnancy- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy1,PrA,640.80
Ongoing Pregnancy,ICD9CM,640.83,Other specified hemorrhage in early pregnancy- antepartum condition or complication,C0269607,Other specified hemorrhage in early pregnancy- antepartum condition or complication,narrow,P,OngoingPregnancy1,PrA,640.83
Ongoing Pregnancy,ICD9CM,640.9,Unspecified hemorrhage in early pregnancy,C0156604,Hemorrhage in early pregnancy,narrow,P,OngoingPregnancy1,PrA,640.9
Ongoing Pregnancy,ICD9CM,640.90,Unspecified hemorrhage in early pregnancy- unspecified as to episode of care or not applicable,C0156613,Unspecified hemorrhage in early pregnancy- unspecified as to episode of care,narrow,P,OngoingPregnancy1,PrA,640.90
Ongoing Pregnancy,ICD9CM,640.93,Unspecified hemorrhage in early pregnancy- antepartum condition or complication,C0269599,Hemorrhage in early pregnancy- antepartum,narrow,P,OngoingPregnancy1,PrA,640.93
Ongoing Pregnancy,ICD9CM,641,Antepartum hemorrhage- abruptio placentae- and placenta previa,C0156616,Antepartum hemorrhage- abruptio placentae and placenta previa,narrow,P,OngoingPregnancy1,PrA,641
Ongoing Pregnancy,ICD9CM,641,Placenta previa without hemorrhage,C0156617,"",narrow,P,OngoingPregnancy1,PrA,641
Ongoing Pregnancy,ICD9CM,641.0,Placenta previa without hemorrhage,C0156617,Placenta previa without hemorrhage,narrow,P,OngoingPregnancy1,PrA,641.0
Ongoing Pregnancy,ICD9CM,641.00,Placenta previa without hemorrhage- unspecified as to episode of care or not applicable,C0156618,"",narrow,P,OngoingPregnancy1,PrA,641.00
Ongoing Pregnancy,ICD9CM,641.00,Placenta previa without hemorrhage- unspecified as to episode of care or not applicable,C0156618,Placenta praevia without haemorrhage- unspecified as to episode of care,narrow,P,OngoingPregnancy1,PrA,641.00
Ongoing Pregnancy,ICD9CM,641.03,Placenta previa without hemorrhage- antepartum condition or complication,C0156620,"",narrow,P,OngoingPregnancy1,PrA,641.03
Ongoing Pregnancy,ICD9CM,641.03,Placenta previa without hemorrhage- antepartum condition or complication,C0156620,Placenta praevia without haemorrhage- antepartum,narrow,P,OngoingPregnancy1,PrA,641.03
Ongoing Pregnancy,ICD9CM,641.2,Premature separation of placenta,C0000832,Abruptio Placentae,narrow,P,OngoingPregnancy7,PrA,641.2
Ongoing Pregnancy,ICD9CM,641.20,Premature separation of placenta- unspecified as to episode of care or not applicable,C0000832,Abruptio Placentae,narrow,P,OngoingPregnancy7,PrA,641.20
Ongoing Pregnancy,ICD9CM,641.23,Premature separation of placenta- antepartum condition or complication,C0156627,"",narrow,P,OngoingPregnancy1,PrA,641.23
Ongoing Pregnancy,ICD9CM,641.23,Premature separation of placenta- antepartum condition or complication,C0156627,Premature separation of placenta- antepartum,narrow,P,OngoingPregnancy1,PrA,641.23
Ongoing Pregnancy,ICD9CM,641.3,Antepartum hemorrhage associated with coagulation defects,C0156631,Antepartum hemorrhage associated with coagulation defect,narrow,P,OngoingPregnancy7,PrA,641.3
Ongoing Pregnancy,ICD9CM,641.30,Antepartum hemorrhage associated with coagulation defects- unspecified as to episode of care or not applicable,C0156629,Antepartum hemorrhage associated with coagulation defects- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy1,PrA,641.30
Ongoing Pregnancy,ICD9CM,641.33,Antepartum hemorrhage associated with coagulation defects- antepartum condition or complication,C0156631,Antepartum hemorrhage associated with coagulation defect,narrow,P,OngoingPregnancy7,PrA,641.33
Ongoing Pregnancy,ICD9CM,641.8,Other antepartum hemorrhage,C0156635,Other antepartum hemorrhage,narrow,P,OngoingPregnancy7,PrA,641.8
Ongoing Pregnancy,ICD9CM,641.80,Other antepartum hemorrhage- unspecified as to episode of care or not applicable,"","",narrow,P,OngoingPregnancy1,PrA,641.80
Ongoing Pregnancy,ICD9CM,641.80,Other antepartum hemorrhage- unspecified as to episode of care or not applicable,C0156633,Other antepartum hemorrhage- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy1,PrA,641.80
Ongoing Pregnancy,ICD9CM,641.83,Other antepartum hemorrhage- antepartum condition or complication,C0156635,Other antepartum hemorrhage,narrow,P,OngoingPregnancy7,PrA,641.83
Ongoing Pregnancy,ICD9CM,641.9,Unspecified antepartum hemorrhage,C0269608,Antepartum hemorrhage,narrow,P,OngoingPregnancy1,PrA,641.9
Ongoing Pregnancy,ICD9CM,641.90,Unspecified antepartum hemorrhage- unspecified as to episode of care or not applicable,"","",narrow,P,OngoingPregnancy1,PrA,641.90
Ongoing Pregnancy,ICD9CM,641.90,Unspecified antepartum hemorrhage- unspecified as to episode of care or not applicable,C0156637,Unspecified antepartum haemorrhage- unspecified as to episode of care,narrow,P,OngoingPregnancy1,PrA,641.90
Ongoing Pregnancy,ICD9CM,641.93,Unspecified antepartum hemorrhage- antepartum condition or complication,C0269608,Antepartum hemorrhage,narrow,P,OngoingPregnancy1,PrA,641.93
Ongoing Pregnancy,ICD9CM,642.03,Benign essential hypertension complicating pregnancy- childbirth- and the puerperium- antepartum condition or complication,C0156645,Benign essential hypertension antepartum,narrow,P,OngoingPregnancy1,PrA,642.03
Ongoing Pregnancy,ICD9CM,642.13,Hypertension secondary to renal disease- complicating pregnancy- childbirth- and the puerperium- antepartum condition or complication,C0156651,Hypertension secondary to renal disease- antepartum,narrow,P,OngoingPregnancy1,PrA,642.13
Ongoing Pregnancy,ICD9CM,642.3,Transient hypertension of pregnancy,C0341934,Transient hypertension of pregnancy,narrow,P,OngoingPregnancy1,PrA,642.3
Ongoing Pregnancy,ICD9CM,642.30,Transient hypertension of pregnancy- unspecified as to episode of care or not applicable,C0156659,Transient hypertension of pregnancy- unspecified as to episode of care,narrow,P,OngoingPregnancy1,PrA,642.30
Ongoing Pregnancy,ICD9CM,642.33,Transient hypertension of pregnancy- antepartum condition or complication,C0156662,Transient hypertension of pregnancy- antepartum,narrow,P,OngoingPregnancy1,PrA,642.33
Ongoing Pregnancy,ICD9CM,642.4,Mild or unspecified pre-eclampsia,C0269658,Mild pre-eclampsia,narrow,P,OngoingPregnancy1,PrA,642.4
Ongoing Pregnancy,ICD9CM,642.40,Mild or unspecified pre-eclampsia- unspecified as to episode of care or not applicable,C0156664,Mild or unspecified pre-eclampsia- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy1,PrA,642.40
Ongoing Pregnancy,ICD9CM,642.43,Mild or unspecified pre-eclampsia- antepartum condition or complication,C0156667,Mild or unspecified pre-eclampsia- antepartum condition or complication,narrow,P,OngoingPregnancy1,PrA,642.43
Ongoing Pregnancy,ICD9CM,642.5,Severe pre-eclampsia,C0341950,Severe pre-eclampsia,narrow,P,OngoingPregnancy1,PrA,642.5
Ongoing Pregnancy,ICD9CM,642.50,Severe pre-eclampsia- unspecified as to episode of care or not applicable,"","",narrow,P,OngoingPregnancy1,PrA,642.50
Ongoing Pregnancy,ICD9CM,642.53,Severe pre-eclampsia- antepartum condition or complication,C0156672,Severe pre-eclampsia- antepartum condition or complication,narrow,P,OngoingPregnancy1,PrA,642.53
Ongoing Pregnancy,ICD9CM,642.60,Eclampsia- unspecified as to episode of care or not applicable,C0156674,Eclampsia- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy1,PrA,642.60
Ongoing Pregnancy,ICD9CM,642.7,Pre-eclampsia or eclampsia superimposed on pre-existing hypertension,C0156679,Pre-eclampsia or eclampsia superimposed on pre-existing hypertension,narrow,P,OngoingPregnancy1,PrA,642.7
Ongoing Pregnancy,ICD9CM,642.70,Pre-eclampsia or eclampsia superimposed on pre-existing hypertension- unspecified as to episode of care or not applicable,C0156680,Pre-eclampsia or eclampsia superimposed on pre-existing hypertension- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy1,PrA,642.70
Ongoing Pregnancy,ICD9CM,642.73,Pre-eclampsia or eclampsia superimposed on pre-existing hypertension- antepartum condition or complication,C0156683,Pre-eclampsia or eclampsia superimposed on pre-existing hypertension- antepartum condition or complication,narrow,P,OngoingPregnancy1,PrA,642.73
Ongoing Pregnancy,ICD9CM,642.93,Unspecified hypertension complicating pregnancy- childbirth- or the puerperium- antepartum condition or complication,C0156689,Unspecified antepartum hypertension,narrow,P,OngoingPregnancy1,PrA,642.93
Ongoing Pregnancy,ICD9CM,643,Excessive vomiting in pregnancy,C0020450,Hyperemesis Gravidarum,narrow,P,OngoingPregnancy1,PrA,643
Ongoing Pregnancy,ICD9CM,643.0,Mild hyperemesis gravidarum,C0020451,Mild hyperemesis gravidarum,narrow,P,OngoingPregnancy1,PrA,643.0
Ongoing Pregnancy,ICD9CM,643.00,Mild hyperemesis gravidarum- unspecified as to episode of care or not applicable,C0156692,Mild hyperemesis gravidarum- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy1,PrA,643.00
Ongoing Pregnancy,ICD9CM,643.03,Mild hyperemesis gravidarum- antepartum condition or complication,C0156694,Mild hyperemesis gravidarum- antepartum condition or complication,narrow,P,OngoingPregnancy1,PrA,643.03
Ongoing Pregnancy,ICD9CM,643.1,Hyperemesis gravidarum with metabolic disturbance,C0405080,Hyperemesis gravidarum with metabolic disturbance,narrow,P,OngoingPregnancy1,PrA,643.1
Ongoing Pregnancy,ICD9CM,643.10,Hyperemesis gravidarum with metabolic disturbance- unspecified as to episode of care or not applicable,C0156696,Hyperemesis gravidarum with metabolic disturbance- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy1,PrA,643.10
Ongoing Pregnancy,ICD9CM,643.13,Hyperemesis gravidarum with metabolic disturbance- antepartum condition or complication,C0156698,Hyperemesis gravidarum with metabolic disturbance- antepartum,narrow,P,OngoingPregnancy1,PrA,643.13
Ongoing Pregnancy,ICD9CM,643.2,Late vomiting of pregnancy,C0156699,Late vomiting of pregnancy,narrow,P,OngoingPregnancy1,PrA,643.2
Ongoing Pregnancy,ICD9CM,643.20,Late vomiting of pregnancy- unspecified as to episode of care or not applicable,C0156700,Late vomiting of pregnancy- unspecified as to episode of care,narrow,P,OngoingPregnancy1,PrA,643.20
Ongoing Pregnancy,ICD9CM,643.23,Late vomiting of pregnancy- antepartum condition or complication,"","",narrow,P,OngoingPregnancy1,PrA,643.23
Ongoing Pregnancy,ICD9CM,643.8,Other vomiting complicating pregnancy,C0156703,Other vomiting complicating pregnancy,narrow,P,OngoingPregnancy1,PrA,643.8
Ongoing Pregnancy,ICD9CM,643.80,Other vomiting complicating pregnancy- unspecified as to episode of care or not applicable,C0156704,Other vomiting complicating pregnancy- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy1,PrA,643.80
Ongoing Pregnancy,ICD9CM,643.83,Other vomiting complicating pregnancy- antepartum condition or complication,C0156706,Other vomiting complicating pregnancy- antepartum condition or complication,narrow,P,OngoingPregnancy1,PrA,643.83
Ongoing Pregnancy,ICD9CM,643.9,Unspecified vomiting of pregnancy,C0269661,Vomiting of pregnancy,narrow,P,OngoingPregnancy1,PrA,643.9
Ongoing Pregnancy,ICD9CM,643.90,Unspecified vomiting of pregnancy- unspecified as to episode of care or not applicable,C0156708,Unspecified vomiting of pregnancy- unspecified as to episode of care,narrow,P,OngoingPregnancy1,PrA,643.90
Ongoing Pregnancy,ICD9CM,643.93,Unspecified vomiting of pregnancy- antepartum condition or complication,C0156710,Unspecified vomiting of pregnancy- antepartum,narrow,P,OngoingPregnancy1,PrA,643.93
Ongoing Pregnancy,ICD9CM,644.0,Threatened premature labor,C0473390,Threatened premature labor,narrow,P,OngoingPregnancy1,PrA,644.0
Ongoing Pregnancy,ICD9CM,644.00,Threatened premature labor- unspecified as to episode of care or not applicable,C0156713,Threatened premature labour- unspecified as to episode of care,narrow,P,OngoingPregnancy1,PrA,644.00
Ongoing Pregnancy,ICD9CM,644.03,Threatened premature labor- antepartum condition or complication,C0156714,Threatened premature labour- antepartum,narrow,P,OngoingPregnancy1,PrA,644.03
Ongoing Pregnancy,ICD9CM,645.13,Post term pregnancy- antepartum condition or complication,C1176345,Post term pregnancy- antepartum condition or complication,narrow,P,OngoingPregnancy1,PrA,645.13
Ongoing Pregnancy,ICD9CM,645.23,Prolonged pregnancy- antepartum condition or complication,C1176348,Prolonged pregnancy- antepartum condition or complication,narrow,P,OngoingPregnancy1,PrA,645.23
Ongoing Pregnancy,ICD9CM,646,Other complications of pregnancy- not elsewhere classified,C0869265,Other complications of pregnancy- NEC in ICD9CM,narrow,P,OngoingPregnancy2,PrA,646
Ongoing Pregnancy,ICD9CM,646.1,Edema or excessive weight gain in pregnancy- without mention of hypertension,C0156728,Edema or excessive weight gain in pregnancy- without mention of hypertension,narrow,P,OngoingPregnancy2,PrA,646.1
Ongoing Pregnancy,ICD9CM,646.10,Edema or excessive weight gain in pregnancy- without mention of hypertension- unspecified as to episode of care or not applicable,C0156729,Edema or excessive weight gain in pregnancy- without mention of hypertension- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy2,PrA,646.10
Ongoing Pregnancy,ICD9CM,646.13,Edema or excessive weight gain in pregnancy- without mention of hypertension- antepartum condition or complication,C0815336,Edema or excessive weight gain in pregnancy- without mention of hypertension- antepartum condition or complication,narrow,P,OngoingPregnancy2,PrA,646.13
Ongoing Pregnancy,ICD9CM,646.2,Unspecified renal disease in pregnancy- without mention of hypertension,"","",narrow,P,OngoingPregnancy2,PrA,646.2
Ongoing Pregnancy,ICD9CM,646.20,Unspecified renal disease in pregnancy- without mention of hypertension- unspecified as to episode of care or not applicable,C0156738,Renal disorder in pregnancy,narrow,P,OngoingPregnancy7,PrA,646.20
Ongoing Pregnancy,ICD9CM,646.23,Unspecified renal disease in pregnancy- without mention of hypertension- antepartum condition or complication,C0156738,Renal disorder in pregnancy,narrow,P,OngoingPregnancy7,PrA,646.23
Ongoing Pregnancy,ICD9CM,646.3,Recurrent pregnancy loss,"","",narrow,P,OngoingPregnancy2,PrA,646.3
Ongoing Pregnancy,ICD9CM,646.30,Recurrent pregnancy loss- unspecified as to episode of care or not applicable,"","",narrow,P,OngoingPregnancy2,PrA,646.30
Ongoing Pregnancy,ICD9CM,646.33,Recurrent pregnancy loss- antepartum condition or complication,"","",narrow,P,OngoingPregnancy2,PrA,646.33
Ongoing Pregnancy,ICD9CM,646.4,Peripheral neuritis in pregnancy,C0405072,Peripheral neuritis in pregnancy,narrow,P,OngoingPregnancy2,PrA,646.4
Ongoing Pregnancy,ICD9CM,646.40,Peripheral neuritis in pregnancy- unspecified as to episode of care or not applicable,C0156745,Peripheral neuritis in pregnancy- unspecified as to episode of care,narrow,P,OngoingPregnancy2,PrA,646.40
Ongoing Pregnancy,ICD9CM,646.43,Peripheral neuritis in pregnancy- antepartum condition or complication,C0405072,Peripheral neuritis in pregnancy,narrow,P,OngoingPregnancy2,PrA,646.43
Ongoing Pregnancy,ICD9CM,646.5,Asymptomatic bacteriuria in pregnancy,C0156750,Asymptomatic bacteriuria in pregnancy,narrow,P,OngoingPregnancy7,PrA,646.5
Ongoing Pregnancy,ICD9CM,646.50,Asymptomatic bacteriuria in pregnancy- unspecified as to episode of care or not applicable,C0156750,Asymptomatic bacteriuria in pregnancy,narrow,P,OngoingPregnancy7,PrA,646.50
Ongoing Pregnancy,ICD9CM,646.53,Asymptomatic bacteriuria in pregnancy- antepartum condition or complication,C0156750,Asymptomatic bacteriuria in pregnancy,narrow,P,OngoingPregnancy7,PrA,646.53
Ongoing Pregnancy,ICD9CM,646.6,Infections of genitourinary tract in pregnancy,C0156756,Genitourinary tract infection in pregnancy,narrow,P,OngoingPregnancy7,PrA,646.6
Ongoing Pregnancy,ICD9CM,646.60,Infections of genitourinary tract in pregnancy- unspecified as to episode of care or not applicable,C0156756,Genitourinary tract infection in pregnancy,narrow,P,OngoingPregnancy7,PrA,646.60
Ongoing Pregnancy,ICD9CM,646.63,Infections of genitourinary tract in pregnancy- antepartum condition or complication,C0156756,Genitourinary tract infection in pregnancy,narrow,P,OngoingPregnancy7,PrA,646.63
Ongoing Pregnancy,ICD9CM,646.7,Liver and biliary tract disorders in pregnancy,C3161439,Liver and biliary tract disorders in pregnancy,narrow,P,OngoingPregnancy2,PrA,646.7
Ongoing Pregnancy,ICD9CM,646.7,Liver and biliary tract disorders in pregnancy,C3161439,Liver and biliary tract disorders in pregnancy,narrow,P,OngoingPregnancy7,PrA,646.7
Ongoing Pregnancy,ICD9CM,646.70,Liver and biliary tract disorders in pregnancy- unspecified as to episode of care or not applicable,C0156762,Liver disorder in pregnancy,narrow,P,OngoingPregnancy7,PrA,646.70
Ongoing Pregnancy,ICD9CM,646.73,Liver and biliary tract disorders in pregnancy- antepartum condition or complication,C0156762,Liver disorder in pregnancy,narrow,P,OngoingPregnancy7,PrA,646.73
Ongoing Pregnancy,ICD9CM,646.8,Other specified complications of pregnancy- unspecified as to episode of care or not applicable,"","",narrow,P,OngoingPregnancy2,PrA,646.8
Ongoing Pregnancy,ICD9CM,646.83,Other specified complications of pregnancy,"","",narrow,P,OngoingPregnancy2,PrA,646.83
Ongoing Pregnancy,ICD9CM,646.9,Unspecified complication of pregnancy,C0032962,Pregnancy Complications,narrow,P,OngoingPregnancy3,PrA,646.9
Ongoing Pregnancy,ICD9CM,646.9,Unspecified complication of pregnancy,C0032962,Pregnancy Complications,narrow,P,OngoingPregnancy7,PrA,646.9
Ongoing Pregnancy,ICD9CM,646.9,Unspecified complication of pregnancy- unspecified as to episode of care or not applicable,"","",narrow,P,OngoingPregnancy2,PrA,646.9
Ongoing Pregnancy,ICD9CM,646.9,Unspecified complication of pregnancy- unspecified as to episode of care or not applicable,"","",narrow,P,OngoingPregnancy3,PrA,646.9
Ongoing Pregnancy,ICD9CM,646.9,Unspecified complication of pregnancy- unspecified as to episode of care or not applicable,"","",narrow,P,OngoingPregnancy7,PrA,646.9
Ongoing Pregnancy,ICD9CM,646.93,Unspecified complication of pregnancy- antepartum condition or complication,"","",narrow,P,OngoingPregnancy2,PrA,646.93
Ongoing Pregnancy,ICD9CM,646.93,Unspecified complication of pregnancy- antepartum condition or complication,"","",narrow,P,OngoingPregnancy3,PrA,646.93
Ongoing Pregnancy,ICD9CM,646.93,Unspecified complication of pregnancy- antepartum condition or complication,"","",narrow,P,OngoingPregnancy7,PrA,646.93
Ongoing Pregnancy,ICD9CM,647.03,Syphilis of mother- complicating pregnancy- childbirth- or the puerperium- antepartum condition or complication,C0747833,Syphilis- antepartum,narrow,P,OngoingPregnancy2,PrA,647.03
Ongoing Pregnancy,ICD9CM,647.13,Gonorrhea of mother- complicating pregnancy- childbirth- or the puerperium- antepartum condition or complication,C0747817,Gonorrhea- antepartum,narrow,P,OngoingPregnancy2,PrA,647.13
Ongoing Pregnancy,ICD9CM,647.33,Tuberculosis of mother- complicating pregnancy- childbirth- or the puerperium- antepartum condition or complication,C0156797,Tuberculosis- antepartum,narrow,P,OngoingPregnancy2,PrA,647.33
