event_definition,coding_system,code_name,concept,concept_name,tags,system,event_abbreviation,type,code_issue_dot,code
Gestation less than 24 weeks UNK,SNOMEDCT_US,Gestation period- 4 weeks,C0233011,Gestation period- 4 weeks,narrow,P,Gestationlessthan24weeksU,PrA,44398003,44398003
Gestation less than 24 weeks UNK,SNOMEDCT_US,Gestation period- 5 weeks,C0233012,Gestation period- 5 weeks,narrow,P,Gestationlessthan24weeksU,PrA,37005007,37005007
Gestation less than 24 weeks UNK,SNOMEDCT_US,Gestation period- 6 weeks,C0233013,Gestation period- 6 weeks,narrow,P,Gestationlessthan24weeksU,PrA,86801005,86801005
Gestation less than 24 weeks UNK,SNOMEDCT_US,Gestation period- 7 weeks,C0233014,Gestation period- 7 weeks,narrow,P,Gestationlessthan24weeksU,PrA,63110000,63110000
Gestation less than 24 weeks UNK,SNOMEDCT_US,Gestation period- 8 weeks,C0233015,Gestation period- 8 weeks,narrow,P,Gestationlessthan24weeksU,PrA,26690008,26690008
Gestation less than 24 weeks UNK,SNOMEDCT_US,Gestation period- 9 weeks,C0233016,Gestation period- 9 weeks,narrow,P,Gestationlessthan24weeksU,PrA,931004,931004
Gestation less than 24 weeks UNK,SNOMEDCT_US,Gravid uterus at 12-16 weeks size,C5395468,Gravid uterus at 12-16 weeks size,possible,P,Gestationlessthan24weeksU,PrA,840625002,840625002
Gestation less than 24 weeks UNK,SNOMEDCT_US,Gravid uterus at 16-20 weeks size,C5395469,Gravid uterus at 16-20 weeks size,possible,P,Gestationlessthan24weeksU,PrA,840626001,840626001
Gestation less than 24 weeks UNK,SNOMEDCT_US,Gravid uterus at 20-24 weeks size,C5395470,Gravid uterus at 20-24 weeks size,possible,P,Gestationlessthan24weeksU,PrA,840627005,840627005
Gestational diabetes,Free_text,"","","",narrow,P,GESTDIAB,PrA,GESTDIAB_narrow,GESTDIAB_narrow
Gestational diabetes,Free_text,"","","",possible,P,GESTDIAB,PrA,GESTDIAB_broad,GESTDIAB_broad
Gestational diabetes,ICD10,DIABETE SUCRE PREEX.- SAI- AU COURS DE LA GROSS.,"","",possible,P,GESTDIAB,PrA,O24.3,O24.3
Gestational diabetes,ICD10,DIABETE SUCRE PREEX.- TYPE 1- AU COURS DE LA GROSS.,"","",possible,P,GESTDIAB,PrA,O24.0,O24.0
Gestational diabetes,ICD10,DIABETE SUCRE PREEX.- TYPE 2- AU COURS DE LA GROSS.,"","",possible,P,GESTDIAB,PrA,O24.1,O24.1
Gestational diabetes,ICD10,Diabetes mellitus arising in pregnancy,C0085207,Gestational Diabetes,narrow,P,GESTDIAB,PrA,O24.4,O24.4
Gestational diabetes,ICD10,Diabetes mellitus in pregnancy,C0032969,Pregnancy in Diabetics,possible,P,GESTDIAB,PrA,O24,O24
Gestational diabetes,ICD10,Diabetes mellitus in pregnancy- unspecified,C0032969,Pregnancy in Diabetics,possible,P,GESTDIAB,PrA,O24.9,O24.9
Gestational diabetes,ICD10,Gestational diabetes mellitus in pregnancy,"","",narrow,P,GESTDIAB,PrA,O24.41,O24.41
Gestational diabetes,ICD10,Unspecified diabetes mellitus in pregnancy,"","",narrow,P,GESTDIAB,PrA,O24.91,O24.91
Gestational diabetes,ICD10CM,Diabetes mellitus arising in pregnancy,C0085207,Gestational Diabetes,narrow,P,GESTDIAB,PrA,O24.4,O24.4
Gestational diabetes,ICD10CM,Diabetes mellitus in pregnancy,C0032969,Pregnancy in Diabetics,possible,P,GESTDIAB,PrA,O24,O24
Gestational diabetes,ICD10CM,Diabetes mellitus in pregnancy- unspecified,C0032969,Pregnancy in Diabetics,possible,P,GESTDIAB,PrA,O24.9,O24.9
Gestational diabetes,ICD10CM,Gestational diabetes mellitus in childbirth,C2903681,Gestational diabetes mellitus in childbirth,narrow,P,GESTDIAB,PrA,O24.42,O24.42
Gestational diabetes,ICD10CM,Gestational diabetes mellitus in childbirth- diet controlled,C2903682,gestational diabetes mellitus in childbirth - diet controlled,narrow,P,GESTDIAB,PrA,O24.420,O24.420
Gestational diabetes,ICD10CM,Gestational diabetes mellitus in childbirth- insulin controlled,C2903683,gestational diabetes mellitus in childbirth - insulin controlled,narrow,P,GESTDIAB,PrA,O24.424,O24.424
Gestational diabetes,ICD10CM,Gestational diabetes mellitus in childbirth- unspecified control,C2903684,Gestational diabetes mellitus in childbirth- unspecified control,narrow,P,GESTDIAB,PrA,O24.429,O24.429
Gestational diabetes,ICD10CM,Gestational diabetes mellitus in pregnancy,C2903677,Gestational diabetes mellitus in pregnancy,narrow,P,GESTDIAB,PrA,O24.41,O24.41
Gestational diabetes,ICD10CM,Gestational diabetes mellitus in pregnancy- diet controlled,C2903678,gestational diabetes mellitus in pregnancy - diet controlled,narrow,P,GESTDIAB,PrA,O24.410,O24.410
Gestational diabetes,ICD10CM,Gestational diabetes mellitus in pregnancy- insulin controlled,C2903679,gestational diabetes mellitus in pregnancy - insulin controlled,narrow,P,GESTDIAB,PrA,O24.414,O24.414
Gestational diabetes,ICD10CM,Gestational diabetes mellitus in pregnancy- unspecified control,C2903680,Gestational diabetes mellitus in pregnancy- unspecified control,narrow,P,GESTDIAB,PrA,O24.419,O24.419
Gestational diabetes,ICD10CM,Unspecified diabetes mellitus in pregnancy,C0032969,Pregnancy in Diabetics,possible,P,GESTDIAB,PrA,O24.91,O24.91
Gestational diabetes,ICD10CM,Unspecified diabetes mellitus in pregnancy- unspecified trimester,C0032969,Pregnancy in Diabetics,possible,P,GESTDIAB,PrA,O24.919,O24.919
Gestational diabetes,ICD10DA,Birth with diabetes UNS,"","",possible,P,GESTDIAB,PrA,O249B,O24.9B
Gestational diabetes,ICD10DA,Birth with gestational diabetes,"","",narrow,P,GESTDIAB,PrA,O244B,O24.4B
Gestational diabetes,ICD10DA,Diabetes mellitus arising in pregnancy,"","",narrow,P,GESTDIAB,PrA,O244,O24.4
Gestational diabetes,ICD10DA,Diabetes mellitus in pregnancy,"","",possible,P,GESTDIAB,PrA,O24,O24
Gestational diabetes,ICD10DA,Maternity with gestational diabetes,"","",narrow,P,GESTDIAB,PrA,O244C,O24.4C
Gestational diabetes,ICD10DA,Newly discovered manifest diabetes in pregnancy,"","",narrow,P,GESTDIAB,PrA,O245,O24.5
Gestational diabetes,ICD10DA,Pregnancy with diabetes UNS,"","",possible,P,GESTDIAB,PrA,O249A,O24.9A
Gestational diabetes,ICD10DA,Pregnancy with gestational diabetes,"","",narrow,P,GESTDIAB,PrA,O244D,O24.4D
Gestational diabetes,ICD10DA,Pregnancy with insulin-treated gestational diabetes,"","",narrow,P,GESTDIAB,PrA,O244E,O24.4E
Gestational diabetes,ICD10DA,Pregnancy- birth or maternity with diabetes UNS,"","",possible,P,GESTDIAB,PrA,O249,O24.9
Gestational diabetes,ICD9CM,Abnormal glucose tolerance of mother- antepartum condition or complication,C0156882,Abnormal glucose tolerance of mother- antepartum,possible,P,GESTDIAB,PrA,648.83,648.83
Gestational diabetes,ICD9CM,Abnormal glucose tolerance of mother- unspecified as to episode of care or not applicable,C0156879,Abnormal glucose tolerance of mother- unspecified as to episode of care or not applicable,possible,P,GESTDIAB,PrA,648.80,648.80
Gestational diabetes,ICD9CM,Diabetes mellitus of mother- complicating pregnancy- childbirth- or the puerperium- antepartum condition or complication,C0032969,Pregnancy in Diabetics,possible,P,GESTDIAB,PrA,648.03,648.03
Gestational diabetes,ICD9CMP,Abnormal glucose tolerance of mother- antepartum condition or complication,C0156882,Abnormal glucose tolerance of mother- antepartum,possible,P,GESTDIAB,PrA,648.83,648.83
Gestational diabetes,ICD9CMP,Abnormal glucose tolerance of mother- unspecified as to episode of care or not applicable,C0156879,Abnormal glucose tolerance of mother- unspecified as to episode of care or not applicable,possible,P,GESTDIAB,PrA,648.80,648.80
Gestational diabetes,ICD9CMP,Diabetes mellitus of mother- complicating pregnancy- childbirth- or the puerperium- antepartum condition or complication,C0032969,Pregnancy in Diabetics,possible,P,GESTDIAB,PrA,648.03,648.03
Gestational diabetes,ICPC,Gestational Diabetes,"",Gestational Diabetes,narrow,P,GESTDIAB,PrA,W84,W84
Gestational diabetes,ICPC2EENG,Gestational diabetes,C0085207,Gestational Diabetes,narrow,P,GESTDIAB,PrA,W85,W85
Gestational diabetes,ICPC2P,Diabetes-during pregnancy,C0085207,Gestational Diabetes,narrow,P,GESTDIAB,PrA,W77004,W77004
Gestational diabetes,ICPC2P,Diabetes-during pregnancy,C0085207,Gestational Diabetes,narrow,P,GESTDIAB,PrA,W85001,W85001
Gestational diabetes,MDR,Abnormal glucose tolerance of mother- antepartum,C0156882,Abnormal glucose tolerance of mother- antepartum,possible,P,GESTDIAB,PrA,10000139,10000139
Gestational diabetes,MDR,Diabetes in pregnancy,C0032969,Pregnancy in Diabetics,possible,P,GESTDIAB,PrA,10012598,10012598
Gestational diabetes,MDR,Diabetes mellitus gestational,C0085207,Gestational Diabetes,narrow,P,GESTDIAB,PrA,10012606,10012606
Gestational diabetes,MDR,Diabetes mellitus- antepartum,C0032969,Pregnancy in Diabetics,possible,P,GESTDIAB,PrA,10012624,10012624
Gestational diabetes,MDR,Gestational diabetes,C0085207,Gestational Diabetes,narrow,P,GESTDIAB,PrA,10018209,10018209
Gestational diabetes,MDR,Gestational diabetes mellitus,C0085207,Gestational Diabetes,narrow,P,GESTDIAB,PrA,10018210,10018210
Gestational diabetes,MTHICD9,Abnormal glucose tolerance of mother- antepartum,C0156882,Abnormal glucose tolerance of mother- antepartum,possible,P,GESTDIAB,PrA,648.83,648.83
Gestational diabetes,MTHICD9,Abnormal glucose tolerance of mother- complicating pregnancy- childbirth- or the puerperium- unspecified as to episode of care,C0156879,Abnormal glucose tolerance of mother- unspecified as to episode of care or not applicable,possible,P,GESTDIAB,PrA,648.80,648.80
Gestational diabetes,MTHICD9,Diabetes mellitus- antepartum,C0032969,Pregnancy in Diabetics,possible,P,GESTDIAB,PrA,648.03,648.03
Gestational diabetes,RCD,Gestational diabetes mellitus,C0085207,Gestational Diabetes,narrow,P,GESTDIAB,PrA,L1808,L1808
Gestational diabetes,RCD2,Diabetes mel aris in pregnancy,C0085207,Gestational Diabetes,narrow,P,GESTDIAB,PrA,L1808,L1808
Gestational diabetes,SCTSPA,diabetes mellitus gestacional,C0085207,Gestational Diabetes,narrow,P,GESTDIAB,PrA,11687002,11687002
Gestational diabetes,SCTSPA,diabetes mellitus gestacional,C0085207,Gestational Diabetes,narrow,P,GESTDIAB,PrA,359964007,359964007
Gestational diabetes,SCTSPA,diabetes mellitus gestacional en el momento del nacimiento,C2903681,Gestational diabetes mellitus in childbirth,narrow,P,GESTDIAB,PrA,10753491000119101,10753491000119101
Gestational diabetes,SCTSPA,diabetes mellitus gestacional- clase A>1<,C0271662,Gestational diabetes mellitus- class A>1<,narrow,P,GESTDIAB,PrA,75022004,75022004
Gestational diabetes,SCTSPA,diabetes mellitus gestacional- clase A>2<,"","",narrow,P,GESTDIAB,PrA,46894009,46894009
Gestational diabetes,SCTSPA,diabetes mellitus gestacional que complica el embarazo,"","",narrow,P,GESTDIAB,PrA,40801000119106,40801000119106
Gestational diabetes,SNM,Diabetes mellitus- pregnancy related,C0085207,Gestational Diabetes,narrow,P,GESTDIAB,PrA,D2403,D2403
Gestational diabetes,SNM,Maternal diabetes,C0085207,Gestational Diabetes,narrow,P,GESTDIAB,PrA,D2410,D2410
Gestational diabetes,SNOMEDCT_US,Gestational diabetes mellitus,C0085207,Gestational Diabetes,narrow,P,GESTDIAB,PrA,11687002,11687002
Gestational diabetes,SNOMEDCT_US,Gestational diabetes mellitus,C0085207,Gestational Diabetes,narrow,P,GESTDIAB,PrA,199232003,199232003
Gestational diabetes,SNOMEDCT_US,Gestational diabetes mellitus,C0085207,Gestational Diabetes,narrow,P,GESTDIAB,PrA,237629002,237629002
Gestational diabetes,SNOMEDCT_US,Gestational diabetes mellitus,C0085207,Gestational Diabetes,narrow,P,GESTDIAB,PrA,393568003,393568003
Gestational diabetes,SNOMEDCT_US,Gestational diabetes mellitus in childbirth,C2903681,Gestational diabetes mellitus in childbirth,narrow,P,GESTDIAB,PrA,10753491000119101,10753491000119101
Gestational diabetes,SNOMEDCT_US,Gestational diabetes mellitus- class A>1<,C0271662,Gestational diabetes mellitus- class A>1<,narrow,P,GESTDIAB,PrA,75022004,75022004
Gestational diabetes,SNOMEDCT_US,Maternal gestational diabetes mellitus,C0085207,Gestational Diabetes,narrow,P,GESTDIAB,PrA,359964007,359964007
Ongoing Pregnancy,ICD10,Antenatal screening,C0260591,Encounter due to antenatal screening,narrow,P,OngoingPregnancy7,PrA,Z36,Z36
Ongoing Pregnancy,ICD10,Antenatal screening for fetal growth retardation using ultrasound and other physical methods,C0260596,Antenatal screening for fetal growth retardation using ultrasound and other physical methods,narrow,P,OngoingPregnancy7,PrA,Z36.4,Z36.4
Ongoing Pregnancy,ICD10,Antenatal screening for isoimmunization - Encounter for antenatal screening for isoimmunization,"","",narrow,P,OngoingPregnancy7,PrA,Z36.5,Z36.5
Ongoing Pregnancy,ICD10,Antenatal screening for malformations using ultrasound and other physical methods - Encounter for antenatal screening for malformations,"","",narrow,P,OngoingPregnancy7,PrA,Z36.3,Z36.3
Ongoing Pregnancy,ICD10,Antenatal screening for raised alphafetoprotein level,C0496648,Antenatal screening for raised alphafetoprotein level,narrow,P,OngoingPregnancy7,PrA,Z36.1,Z36.1
Ongoing Pregnancy,ICD10,Antenatal screening- unspecified,C0260591,Encounter due to antenatal screening,narrow,P,OngoingPregnancy7,PrA,Z36.9,Z36.9
Ongoing Pregnancy,ICD10,Antepartum haemorrhage with coagulation defect,C0156631,Antepartum hemorrhage associated with coagulation defect,narrow,P,OngoingPregnancy7,PrA,O46.0,O46.0
Ongoing Pregnancy,ICD10,Antepartum haemorrhage- unspecified,C0269608,Antepartum hemorrhage,narrow,P,OngoingPregnancy1,PrA,O46.9,O46.9
Ongoing Pregnancy,ICD10,Antepartum hemorrhage with afibrinogenemia,"","",narrow,P,OngoingPregnancy1,PrA,O46.01,O46.01
Ongoing Pregnancy,ICD10,Antepartum hemorrhage with afibrinogenemia,"","",narrow,P,OngoingPregnancy7,PrA,O46.01,O46.01
Ongoing Pregnancy,ICD10,Antepartum hemorrhage with coagulation defect- unspecified,"","",narrow,P,OngoingPregnancy1,PrA,O46.00,O46.00
Ongoing Pregnancy,ICD10,Antepartum hemorrhage with coagulation defect- unspecified,"","",narrow,P,OngoingPregnancy7,PrA,O46.00,O46.00
Ongoing Pregnancy,ICD10,Antepartum hemorrhage with disseminated intravascular coagulation,"","",narrow,P,OngoingPregnancy1,PrA,O46.02,O46.02
Ongoing Pregnancy,ICD10,Antepartum hemorrhage with disseminated intravascular coagulation,"","",narrow,P,OngoingPregnancy7,PrA,O46.02,O46.02
Ongoing Pregnancy,ICD10,Antepartum hemorrhage with other coagulation defect,"","",narrow,P,OngoingPregnancy1,PrA,O46.09,O46.09
Ongoing Pregnancy,ICD10,Antepartum hemorrhage with other coagulation defect,"","",narrow,P,OngoingPregnancy7,PrA,O46.09,O46.09
Ongoing Pregnancy,ICD10,Antepartum hemorrhage- unspecified- first trimester,"","",narrow,P,OngoingPregnancy1,PrA,O46.91,O46.91
Ongoing Pregnancy,ICD10,Antepartum hemorrhage- unspecified- second trimester,"","",narrow,P,OngoingPregnancy1,PrA,O46.92,O46.92
Ongoing Pregnancy,ICD10,Antepartum hemorrhage- unspecified- third trimester,"","",narrow,P,OngoingPregnancy1,PrA,O46.93,O46.93
Ongoing Pregnancy,ICD10,Antepartum hemorrhage- unspecified- unspecified trimester,"","",narrow,P,OngoingPregnancy1,PrA,O46.90,O46.90
Ongoing Pregnancy,ICD10,Cerebral venous thrombosis in pregnancy,"","",narrow,P,OngoingPregnancy5,PrA,O22.5,O22.5
Ongoing Pregnancy,ICD10,Cerebral venous thrombosis in pregnancy- first trimester,"","",narrow,P,OngoingPregnancy5,PrA,O22.51,O22.51
Ongoing Pregnancy,ICD10,Cerebral venous thrombosis in pregnancy- second trimester,"","",narrow,P,OngoingPregnancy5,PrA,O22.52,O22.52
Ongoing Pregnancy,ICD10,Cerebral venous thrombosis in pregnancy- third trimester,"","",narrow,P,OngoingPregnancy5,PrA,O22.53,O22.53
Ongoing Pregnancy,ICD10,Cerebral venous thrombosis in pregnancy- unspecified trimester,"","",narrow,P,OngoingPregnancy5,PrA,O22.50,O22.50
Ongoing Pregnancy,ICD10,Circumvallate placenta,"","",narrow,P,OngoingPregnancy7,PrA,O43.11,O43.11
Ongoing Pregnancy,ICD10,Complete placenta previa NOS or without hemorrhage- first trimester,"","",narrow,P,OngoingPregnancy1,PrA,O44.01,O44.01
Ongoing Pregnancy,ICD10,Complete placenta previa NOS or without hemorrhage- second trimester,"","",narrow,P,OngoingPregnancy1,PrA,O44.02,O44.02
Ongoing Pregnancy,ICD10,Complete placenta previa NOS or without hemorrhage- third trimester,"","",narrow,P,OngoingPregnancy1,PrA,O44.03,O44.03
Ongoing Pregnancy,ICD10,Complete placenta previa NOS or without hemorrhage- unspecified trimester,"","",narrow,P,OngoingPregnancy1,PrA,O44.00,O44.00
Ongoing Pregnancy,ICD10,Complete placenta previa with hemorrhage- first trimester,"","",narrow,P,OngoingPregnancy1,PrA,O44.11,O44.11
Ongoing Pregnancy,ICD10,Complete placenta previa with hemorrhage- second trimester,"","",narrow,P,OngoingPregnancy1,PrA,O44.12,O44.12
Ongoing Pregnancy,ICD10,Complete placenta previa with hemorrhage- third trimester,"","",narrow,P,OngoingPregnancy1,PrA,O44.13,O44.13
Ongoing Pregnancy,ICD10,Complete placenta previa with hemorrhage- unspecified trimester,"","",narrow,P,OngoingPregnancy1,PrA,O44.10,O44.10
Ongoing Pregnancy,ICD10,Conjoined twin pregnancy,"","",narrow,P,OngoingPregnancy3,PrA,O30.02,O30.02
Ongoing Pregnancy,ICD10,Conjoined twin pregnancy,"","",narrow,P,OngoingPregnancy7,PrA,O30.02,O30.02
Ongoing Pregnancy,ICD10,DIABETE SUCRE PREEX.- SAI- AU COURS DE LA GROSS.,"","",narrow,P,OngoingPregnancy7,PrA,O24.3,O24.3
Ongoing Pregnancy,ICD10,DIABETE SUCRE PREEX.- TYPE 1- AU COURS DE LA GROSS.,"","",narrow,P,OngoingPregnancy7,PrA,O24.0,O24.0
Ongoing Pregnancy,ICD10,DIABETE SUCRE PREEX.- TYPE 2- AU COURS DE LA GROSS.,"","",narrow,P,OngoingPregnancy7,PrA,O24.1,O24.1
Ongoing Pregnancy,ICD10,Deep phlebothrombosis in pregnancy,C0342044,Antepartum deep vein thrombosis,narrow,P,OngoingPregnancy5,PrA,O22.3,O22.3
Ongoing Pregnancy,ICD10,Deep phlebothrombosis in pregnancy- first trimester,"","",narrow,P,OngoingPregnancy5,PrA,O22.31,O22.31
Ongoing Pregnancy,ICD10,Deep phlebothrombosis in pregnancy- second trimester,"","",narrow,P,OngoingPregnancy5,PrA,O22.32,O22.32
Ongoing Pregnancy,ICD10,Deep phlebothrombosis in pregnancy- third trimester,"","",narrow,P,OngoingPregnancy5,PrA,O22.33,O22.33
Ongoing Pregnancy,ICD10,Deep phlebothrombosis in pregnancy- unspecified trimester,"","",narrow,P,OngoingPregnancy5,PrA,O22.30,O22.30
Ongoing Pregnancy,ICD10,Diabetes mellitus arising in pregnancy,C0085207,Gestational Diabetes,narrow,P,OngoingPregnancy7,PrA,O24.4,O24.4
Ongoing Pregnancy,ICD10,Diabetes mellitus in pregnancy,C0032969,Pregnancy in Diabetics,narrow,P,OngoingPregnancy2,PrA,O24,O24
Ongoing Pregnancy,ICD10,Diabetes mellitus in pregnancy- Pre-existing malnutrition-related diabetes mellitus,"","",narrow,P,OngoingPregnancy2,PrA,O24.2,O24.2
Ongoing Pregnancy,ICD10,Diabetes mellitus in pregnancy- unspecified,C0032969,Pregnancy in Diabetics,narrow,P,OngoingPregnancy2,PrA,O24.9,O24.9
Ongoing Pregnancy,ICD10,Eclampsia complicating pregnancy- second trimester,"","",narrow,P,OngoingPregnancy1,PrA,O15.02,O15.02
Ongoing Pregnancy,ICD10,Eclampsia complicating pregnancy- second trimester,"","",narrow,P,OngoingPregnancy7,PrA,O15.02,O15.02
Ongoing Pregnancy,ICD10,Eclampsia complicating pregnancy- third trimester,"","",narrow,P,OngoingPregnancy1,PrA,O15.03,O15.03
Ongoing Pregnancy,ICD10,Eclampsia complicating pregnancy- third trimester,"","",narrow,P,OngoingPregnancy7,PrA,O15.03,O15.03
Ongoing Pregnancy,ICD10,Eclampsia complicating pregnancy- unspecified trimester,"","",narrow,P,OngoingPregnancy1,PrA,O15.00,O15.00
Ongoing Pregnancy,ICD10,Eclampsia complicating pregnancy- unspecified trimester,"","",narrow,P,OngoingPregnancy7,PrA,O15.00,O15.00
Ongoing Pregnancy,ICD10,Encounter for antenatal screening for Streptococcus B,"","",narrow,P,OngoingPregnancy7,PrA,Z36.85,Z36.85
Ongoing Pregnancy,ICD10,Encounter for antenatal screening for cervical length,"","",narrow,P,OngoingPregnancy7,PrA,Z36.86,Z36.86
Ongoing Pregnancy,ICD10,Encounter for antenatal screening for chromosomal anomalies - Antenatal screening for chromosomal anomalies,"","",narrow,P,OngoingPregnancy7,PrA,Z36.0,Z36.0
Ongoing Pregnancy,ICD10,Encounter for antenatal screening for fetal lung maturity,"","",narrow,P,OngoingPregnancy7,PrA,Z36.84,Z36.84
Ongoing Pregnancy,ICD10,Encounter for antenatal screening for fetal macrosomia,"","",narrow,P,OngoingPregnancy7,PrA,Z36.88,Z36.88
Ongoing Pregnancy,ICD10,Encounter for antenatal screening for hydrops fetalis,"","",narrow,P,OngoingPregnancy7,PrA,Z36.81,Z36.81
Ongoing Pregnancy,ICD10,Encounter for antenatal screening for nuchal translucency,"","",narrow,P,OngoingPregnancy7,PrA,Z36.82,Z36.82
Ongoing Pregnancy,ICD10,Encounter for antenatal screening for other genetic defects,"","",narrow,P,OngoingPregnancy7,PrA,Z36.8A,Z36.8A
Ongoing Pregnancy,ICD10,Encounter for antenatal screening for uncertain dates,"","",narrow,P,OngoingPregnancy7,PrA,Z36.87,Z36.87
Ongoing Pregnancy,ICD10,Encounter for fetal screening for congenital cardiac abnormalities,"","",narrow,P,OngoingPregnancy7,PrA,Z36.83,Z36.83
Ongoing Pregnancy,ICD10,Encounter for other specified antenatal screening,"","",narrow,P,OngoingPregnancy7,PrA,Z36.89,Z36.89
Ongoing Pregnancy,ICD10,Encounter for supervision of normal first pregnancy- first trimester,"","",narrow,P,OngoingPregnancy7,PrA,Z34.01,Z34.01
Ongoing Pregnancy,ICD10,Encounter for supervision of normal first pregnancy- second trimester,"","",narrow,P,OngoingPregnancy7,PrA,Z34.02,Z34.02
Ongoing Pregnancy,ICD10,Encounter for supervision of normal first pregnancy- third trimester,"","",narrow,P,OngoingPregnancy7,PrA,Z34.03,Z34.03
Ongoing Pregnancy,ICD10,Encounter for supervision of normal first pregnancy- unspecified trimester,"","",narrow,P,OngoingPregnancy7,PrA,Z34.00,Z34.00
Ongoing Pregnancy,ICD10,Encounter for supervision of normal pregnancy- unspecified- first trimester,"","",narrow,P,OngoingPregnancy7,PrA,Z34.91,Z34.91
Ongoing Pregnancy,ICD10,Encounter for supervision of normal pregnancy- unspecified- second trimester,"","",narrow,P,OngoingPregnancy7,PrA,Z34.92,Z34.92
Ongoing Pregnancy,ICD10,Encounter for supervision of normal pregnancy- unspecified- third trimester,"","",narrow,P,OngoingPregnancy7,PrA,Z34.93,Z34.93
Ongoing Pregnancy,ICD10,Encounter for supervision of normal pregnancy- unspecified- unspecified trimester,"","",narrow,P,OngoingPregnancy7,PrA,Z34.90,Z34.90
Ongoing Pregnancy,ICD10,Encounter for supervision of other normal pregnancy- first trimester,"","",narrow,P,OngoingPregnancy7,PrA,Z34.81,Z34.81
Ongoing Pregnancy,ICD10,Encounter for supervision of other normal pregnancy- second trimester,"","",narrow,P,OngoingPregnancy7,PrA,Z34.82,Z34.82
Ongoing Pregnancy,ICD10,Encounter for supervision of other normal pregnancy- third trimester,"","",narrow,P,OngoingPregnancy7,PrA,Z34.83,Z34.83
Ongoing Pregnancy,ICD10,Encounter for supervision of other normal pregnancy- unspecified trimester,"","",narrow,P,OngoingPregnancy7,PrA,Z34.80,Z34.80
Ongoing Pregnancy,ICD10,Excessive vomiting in pregnancy,C0020450,Hyperemesis Gravidarum,narrow,P,OngoingPregnancy1,PrA,O21,O21
Ongoing Pregnancy,ICD10,Fetomaternal placental transfusion syndrome,"","",narrow,P,OngoingPregnancy7,PrA,O43.01,O43.01
Ongoing Pregnancy,ICD10,Fetus-to-fetus placental transfusion syndrome,"","",narrow,P,OngoingPregnancy7,PrA,O43.02,O43.02
Ongoing Pregnancy,ICD10,Genital varices in pregnancy,"","",narrow,P,OngoingPregnancy5,PrA,O22.1,O22.1
Ongoing Pregnancy,ICD10,Genital varices in pregnancy- first trimester,"","",narrow,P,OngoingPregnancy5,PrA,O22.11,O22.11
Ongoing Pregnancy,ICD10,Genital varices in pregnancy- second trimester,"","",narrow,P,OngoingPregnancy5,PrA,O22.12,O22.12
Ongoing Pregnancy,ICD10,Genital varices in pregnancy- third trimester,"","",narrow,P,OngoingPregnancy5,PrA,O22.13,O22.13
Ongoing Pregnancy,ICD10,Genital varices in pregnancy- unspecified trimester,"","",narrow,P,OngoingPregnancy5,PrA,O22.10,O22.10
Ongoing Pregnancy,ICD10,Gestational diabetes mellitus in pregnancy,"","",narrow,P,OngoingPregnancy2,PrA,O24.41,O24.41
Ongoing Pregnancy,ICD10,Gestational diabetes mellitus in pregnancy,"","",narrow,P,OngoingPregnancy7,PrA,O24.41,O24.41
Ongoing Pregnancy,ICD10,Gestational edema,C0341960,"",narrow,P,OngoingPregnancy1,PrA,O12.0,O12.0
Ongoing Pregnancy,ICD10,Gestational edema with proteinuria- first trimester,"","",narrow,P,OngoingPregnancy1,PrA,O12.21,O12.21
Ongoing Pregnancy,ICD10,Gestational edema with proteinuria- second trimester,"","",narrow,P,OngoingPregnancy1,PrA,O12.22,O12.22
Ongoing Pregnancy,ICD10,Gestational edema with proteinuria- third trimester,"","",narrow,P,OngoingPregnancy1,PrA,O12.23,O12.23
Ongoing Pregnancy,ICD10,Gestational edema with proteinuria- unspecified trimester,"","",narrow,P,OngoingPregnancy1,PrA,O12.20,O12.20
Ongoing Pregnancy,ICD10,Gestational edema- first trimester,"","",narrow,P,OngoingPregnancy7,PrA,O12.01,O12.01
Ongoing Pregnancy,ICD10,Gestational edema- second trimester,"","",narrow,P,OngoingPregnancy7,PrA,O12.02,O12.02
Ongoing Pregnancy,ICD10,Gestational edema- third trimester,"","",narrow,P,OngoingPregnancy7,PrA,O12.03,O12.03
Ongoing Pregnancy,ICD10,Gestational edema- unspecified trimester,"","",narrow,P,OngoingPregnancy7,PrA,O12.00,O12.00
Ongoing Pregnancy,ICD10,Gestational oedema,C0341960,Gestational edema,narrow,P,OngoingPregnancy7,PrA,O12.0,O12.0
Ongoing Pregnancy,ICD10,Gestational oedema with proteinuria,C0475548,"",narrow,P,OngoingPregnancy1,PrA,O12.2,O12.2
Ongoing Pregnancy,ICD10,Gestational proteinuria- first trimester,"","",narrow,P,OngoingPregnancy1,PrA,O12.11,O12.11
Ongoing Pregnancy,ICD10,Gestational proteinuria- second trimester,"","",narrow,P,OngoingPregnancy1,PrA,O12.12,O12.12
Ongoing Pregnancy,ICD10,Gestational proteinuria- third trimester,"","",narrow,P,OngoingPregnancy1,PrA,O12.13,O12.13
Ongoing Pregnancy,ICD10,Gestational proteinuria- unspecified trimester,"","",narrow,P,OngoingPregnancy1,PrA,O12.10,O12.10
Ongoing Pregnancy,ICD10,Haemorrhage in early pregnancy,C0156604,Hemorrhage in early pregnancy,narrow,P,OngoingPregnancy1,PrA,O20,O20
