code,code_name,event_abbreviation,event_definition,coding_system,code_issue_dot,concept,concept_name,tags,system,type
661.23,Other and unspecified uterine inertia- antepartum,BirthPossible2,Birth classified as possible,MTHICD9,661.23,C0157247,Other and unspecified uterine inertia- antepartum condition or complication,narrow,P,PrA
661.23,Other and unspecified uterine inertia- antepartum condition or complication,BirthPossible2,Birth classified as possible,ICD9CM,661.23,C0157247,Other and unspecified uterine inertia- antepartum condition or complication,narrow,P,PrA
663,Prolapse of cord complicating labor and delivery,StillBirth,Stillbirth,ICD9CM,663,"","",possible,P,PrA
663,Prolapse of cord complicating labor and delivery- unspecified as to episode of care or not applicable,StillBirth,Stillbirth,ICD9CM,663,"","",possible,P,PrA
663,Umbilical cord complications during labor and delivery,StillBirth,Stillbirth,ICD9CM,663,C0157307,Umbilical cord complication during labor and delivery,possible,P,PrA
663.01,Prolapse of cord complicating labor and delivery- delivered- with or without mention of antepartum condition,StillBirth,Stillbirth,ICD9CM,663.01,"","",possible,P,PrA
663.03,Prolapse of cord complicating labor and delivery- antepartum condition or complication,StillBirth,Stillbirth,ICD9CM,663.03,"","",possible,P,PrA
663.1,Cord around neck with compression- complicating labor and delivery- unspecified as to episode of care or not applicable,StillBirth,Stillbirth,ICD9CM,663.1,"","",possible,P,PrA
663.1,Cord around neck- with compression- complicating labor and delivery,StillBirth,Stillbirth,ICD9CM,663.1,"","",possible,P,PrA
663.11,Cord around neck- with compression- complicating labor and delivery- delivered- with or without mention of antepartum condition,StillBirth,Stillbirth,ICD9CM,663.11,"","",possible,P,PrA
663.13,Cord around neck- with compression- complicating labor and delivery- antepartum condition or complication,StillBirth,Stillbirth,ICD9CM,663.13,"","",possible,P,PrA
663.2,Other and unspecified cord entanglement- with compression- complicating labor and delivery,StillBirth,Stillbirth,ICD9CM,663.2,"","",possible,P,PrA
663.2,Other and unspecified cord entanglement- with compression- complicating labor and delivery- unspecified as to episode of care or not applicable,StillBirth,Stillbirth,ICD9CM,663.2,"","",possible,P,PrA
663.21,Other and unspecified cord entanglement- with compression- complicating labor and delivery- delivered- with or without mention of antepartum condition,StillBirth,Stillbirth,ICD9CM,663.21,"","",possible,P,PrA
663.23,Other and unspecified cord entanglement- with compression- complicating labor and delivery- antepartum condition or complication,StillBirth,Stillbirth,ICD9CM,663.23,"","",possible,P,PrA
663.3,Other and unspecified cord entanglement- without mention of compression- complicating labor and delivery,StillBirth,Stillbirth,ICD9CM,663.3,"","",possible,P,PrA
663.3,Other and unspecified cord entanglement- without mention of compression- complicating labor and delivery- unspecified as to episode of care or not applicable,StillBirth,Stillbirth,ICD9CM,663.3,"","",possible,P,PrA
663.31,Other and unspecified cord entanglement- without mention of compression- complicating labor and delivery- delivered- with or without mention of antepartum condition,StillBirth,Stillbirth,ICD9CM,663.31,"","",possible,P,PrA
663.33,Other and unspecified cord entanglement- without mention of compression- complicating labor and delivery- antepartum condition or complication,StillBirth,Stillbirth,ICD9CM,663.33,"","",possible,P,PrA
663.4,Short cord complicating labor and delivery,StillBirth,Stillbirth,ICD9CM,663.4,"","",possible,P,PrA
663.4,Short cord complicating labor and delivery- unspecified as to episode of care or not applicable,StillBirth,Stillbirth,ICD9CM,663.4,"","",possible,P,PrA
663.41,Short cord complicating labor and delivery- delivered- with or without mention of antepartum condition,StillBirth,Stillbirth,ICD9CM,663.41,"","",possible,P,PrA
663.43,Short cord complicating labor and delivery- antepartum condition or complication,StillBirth,Stillbirth,ICD9CM,663.43,"","",possible,P,PrA
663.5,Vasa previa complicating labor and delivery,StillBirth,Stillbirth,ICD9CM,663.5,"","",possible,P,PrA
663.5,Vasa previa complicating labor and delivery- unspecified as to episode of care or not applicable,StillBirth,Stillbirth,ICD9CM,663.5,"","",possible,P,PrA
663.51,Vasa previa complicating labor and delivery- delivered- with or without mention of antepartum condition,StillBirth,Stillbirth,ICD9CM,663.51,"","",possible,P,PrA
663.53,Vasa previa complicating labor and delivery- antepartum condition or complication,StillBirth,Stillbirth,ICD9CM,663.53,"","",possible,P,PrA
663.6,Vascular lesions of cord complicating labor and delivery,StillBirth,Stillbirth,ICD9CM,663.6,"","",possible,P,PrA
663.6,Vascular lesions of cord complicating labor and delivery- unspecified as to episode of care or not applicable,StillBirth,Stillbirth,ICD9CM,663.6,"","",possible,P,PrA
663.61,Vascular lesions of cord complicating labor and delivery- delivered- with or without mention of antepartum condition,StillBirth,Stillbirth,ICD9CM,663.61,"","",possible,P,PrA
663.63,Vascular lesions of cord complicating labor and delivery- antepartum condition or complication,StillBirth,Stillbirth,ICD9CM,663.63,"","",possible,P,PrA
663.8,Other umbilical cord complications complicating labor and delivery- unspecified as to episode of care or not applicable,StillBirth,Stillbirth,ICD9CM,663.8,"","",possible,P,PrA
663.8,Other umbilical cord complications during labor and delivery,BirthNarrow,Birth classified as narrow,ICD9CM,663.8,"","",narrow,P,PrA
663.8,Other umbilical cord complications during labor and delivery,StillBirth,Stillbirth,ICD9CM,663.8,"","",possible,P,PrA
663.80,Other umbilical cord complications complicating labor and delivery- unspecified as to episode of care or not applicable,BirthPossible2,Birth classified as possible,ICD9CM,663.80,C0157304,Other umbilical cord complications complicating labor and delivery- unspecified as to episode of care or not applicable,narrow,P,PrA
663.80,Other umbilical cord complications during labor and delivery- unspecified as to episode of care,BirthPossible2,Birth classified as possible,MTHICD9,663.80,C0157304,Other umbilical cord complications complicating labor and delivery- unspecified as to episode of care or not applicable,narrow,P,PrA
663.81,Other umbilical cord complications complicating labor and delivery- delivered- with or without mention of antepartum condition,StillBirth,Stillbirth,ICD9CM,663.81,"","",possible,P,PrA
663.83,Other umbilical cord complications complicating labor and delivery- antepartum condition or complication,BirthPossible2,Birth classified as possible,ICD9CM,663.83,C0157306,Other umbilical cord complications complicating labor and delivery- antepartum condition or complication,narrow,P,PrA
663.83,Other umbilical cord complications complicating labor and delivery- antepartum condition or complication,StillBirth,Stillbirth,ICD9CM,663.83,"","",possible,P,PrA
663.83,Other umbilical cord complications during labor and delivery- antepartum,BirthPossible2,Birth classified as possible,MTHICD9,663.83,C0157306,Other umbilical cord complications complicating labor and delivery- antepartum condition or complication,narrow,P,PrA
663.9,Unspecified umbilical cord complication complicating labor and delivery- unspecified as to episode of care or not applicable,StillBirth,Stillbirth,ICD9CM,663.9,"","",possible,P,PrA
663.9,Unspecified umbilical cord complication during labor and delivery,BirthNarrow,Birth classified as narrow,ICD9CM,663.9,"","",narrow,P,PrA
663.9,Unspecified umbilical cord complication during labor and delivery,StillBirth,Stillbirth,ICD9CM,663.9,"","",possible,P,PrA
663.90,Unspecified umbilical cord complication complicating labor and delivery- unspecified as to episode of care or not applicable,BirthPossible2,Birth classified as possible,ICD9CM,663.90,C0157308,Unspecified umbilical cord complication complicating labor and delivery- unspecified as to episode of care or not applicable,narrow,P,PrA
663.90,Unspecified umbilical cord complication during labor and delivery- unspecified as to episode of care,BirthPossible2,Birth classified as possible,MTHICD9,663.90,C0157308,Unspecified umbilical cord complication complicating labor and delivery- unspecified as to episode of care or not applicable,narrow,P,PrA
663.91,Unspecified umbilical cord complication complicating labor and delivery- delivered- with or without mention of antepartum condition,BirthNarrow,Birth classified as narrow,ICD9CM,663.91,"","",narrow,P,PrA
663.91,Unspecified umbilical cord complication complicating labor and delivery- delivered- with or without mention of antepartum condition,BirthNarrow,Birth classified as narrow,ICD9CM,663.91,C0157309,Unspecified umbilical cord complication complicating labor and delivery- delivered- with or without mention of antepartum condition,narrow,P,PrA
663.91,Unspecified umbilical cord complication during labor and delivery- delivered,BirthNarrow,Birth classified as narrow,MTHICD9,663.91,C0157309,Unspecified umbilical cord complication complicating labor and delivery- delivered- with or without mention of antepartum condition,narrow,P,PrA
663.93,Unspecified umbilical cord complication complicating labor and delivery- antepartum condition or complication,BirthPossible2,Birth classified as possible,ICD9CM,663.93,C0157310,Unspecified umbilical cord complication complicating labor and delivery- antepartum condition or complication,narrow,P,PrA
663.93,Unspecified umbilical cord complication complicating labor and delivery- antepartum condition or complication,OngoingPregnancy1,Ongoing Pregnancy,ICD9CM,663.93,"","",narrow,P,PrA
663.93,Unspecified umbilical cord complication during labor and delivery- antepartum,BirthPossible2,Birth classified as possible,MTHICD9,663.93,C0157310,Unspecified umbilical cord complication complicating labor and delivery- antepartum condition or complication,narrow,P,PrA
664.1,Second-degree perineal laceration during delivery,BirthNarrow,Birth classified as narrow,ICD9CM,664.1,C0269870,Second degree perineal laceration,narrow,P,PrA
664.1,Second-degree perineal laceration- rupture- or tear following episiotomy involving perineal muscles,BirthNarrow,Birth classified as narrow,MTHICD9,664.1,C0269872,second-degree perineal laceration during delivery involving perineal muscles,narrow,P,PrA
664.10,Second-degree perineal laceration- unspecified as to episode of care in pregnancy,BirthNarrow,Birth classified as narrow,MTHICD9,664.10,C0157317,Second-degree perineal laceration- unspecified as to episode of care or not applicable,narrow,P,PrA
664.10,Second-degree perineal laceration- unspecified as to episode of care or not applicable,BirthNarrow,Birth classified as narrow,ICD9CM,664.10,C0157317,Second-degree perineal laceration- unspecified as to episode of care or not applicable,narrow,P,PrA
664.11,Second-degree perineal laceration- delivered- with or without mention of antepartum condition,BirthNarrow,Birth classified as narrow,ICD9CM,664.11,C0269870,Second degree perineal laceration,narrow,P,PrA
664.11,Second-degree perineal laceration- with delivery,BirthNarrow,Birth classified as narrow,MTHICD9,664.11,C0269870,Second degree perineal laceration,narrow,P,PrA
664.14,Second-degree perineal laceration- postpartum condition or complication,BirthNarrow,Birth classified as narrow,ICD9CM,664.14,"","",narrow,P,PrA
664.2,Third-degree perineal laceration during delivery,BirthNarrow,Birth classified as narrow,ICD9CM,664.2,C0269874,Third degree perineal laceration,narrow,P,PrA
664.20,Third-degree perineal laceration- unspecified as to episode of care in pregnancy,BirthNarrow,Birth classified as narrow,MTHICD9,664.20,C0157321,Third-degree perineal laceration- unspecified as to episode of care or not applicable,narrow,P,PrA
664.20,Third-degree perineal laceration- unspecified as to episode of care or not applicable,BirthNarrow,Birth classified as narrow,ICD9CM,664.20,C0157321,Third-degree perineal laceration- unspecified as to episode of care or not applicable,narrow,P,PrA
664.21,Third-degree perineal laceration- delivered- with or without mention of antepartum condition,BirthNarrow,Birth classified as narrow,ICD9CM,664.21,C0269874,Third degree perineal laceration,narrow,P,PrA
664.21,Third-degree perineal laceration- with delivery,BirthNarrow,Birth classified as narrow,MTHICD9,664.21,C0269874,Third degree perineal laceration,narrow,P,PrA
664.24,Third-degree perineal laceration- postpartum condition or complication,BirthNarrow,Birth classified as narrow,ICD9CM,664.24,"","",narrow,P,PrA
664.4,Central laceration of perineum during delivery,BirthNarrow,Birth classified as narrow,MTHICD9,664.4,C0269859,Obstetrical laceration,narrow,P,PrA
664.4,Unspecified perineal laceration during delivery,BirthNarrow,Birth classified as narrow,ICD9CM,664.4,C0269859,Obstetrical laceration,narrow,P,PrA
664.40,Unspecified perineal laceration- unspecified as to episode of care in pregnancy,BirthPossible2,Birth classified as possible,MTHICD9,664.40,C0157329,Unspecified perineal laceration- unspecified as to episode of care or not applicable,narrow,P,PrA
664.40,Unspecified perineal laceration- unspecified as to episode of care or not applicable,BirthPossible2,Birth classified as possible,ICD9CM,664.40,C0157329,Unspecified perineal laceration- unspecified as to episode of care or not applicable,narrow,P,PrA
664.41,Unspecified perineal laceration- delivered- with or without mention of antepartum condition,BirthNarrow,Birth classified as narrow,ICD9CM,664.41,C0269859,Obstetrical laceration,narrow,P,PrA
664.41,Unspecified perineal laceration- with delivery,BirthNarrow,Birth classified as narrow,MTHICD9,664.41,C0269859,Obstetrical laceration,narrow,P,PrA
664.5,Vulvar and perineal hematoma during delivery,BirthNarrow,Birth classified as narrow,ICD9CM,664.5,C0157332,Vulval and perineal hematoma during delivery,narrow,P,PrA
664.50,Vulvar and perineal hematoma- unspecified as to episode of care in pregnancy,BirthPossible2,Birth classified as possible,MTHICD9,664.50,C0157333,Vulvar and perineal hematoma- unspecified as to episode of care or not applicable,narrow,P,PrA
664.50,Vulvar and perineal hematoma- unspecified as to episode of care or not applicable,BirthPossible2,Birth classified as possible,ICD9CM,664.50,C0157333,Vulvar and perineal hematoma- unspecified as to episode of care or not applicable,narrow,P,PrA
664.51,Vulvar and perineal hematoma- delivered- with or without mention of antepartum condition,BirthNarrow,Birth classified as narrow,ICD9CM,664.51,C0157334,Vulvar and perineal hematoma- delivered- with or without mention of antepartum condition,narrow,P,PrA
664.51,Vulvar and perineal hematoma- with delivery,BirthNarrow,Birth classified as narrow,MTHICD9,664.51,C0157334,Vulvar and perineal hematoma- delivered- with or without mention of antepartum condition,narrow,P,PrA
664.54,Vulvar and perineal hematoma- postpartum condition or complication,BirthNarrow,Birth classified as narrow,ICD9CM,664.54,"","",narrow,P,PrA
664.8,Periurethral trauma,BirthPossible2,Birth classified as possible,MTHICD9,664.8,C2921107,Periurethral trauma,possible,P,PrA
664.80,Other specified trauma to perineum and vulva- unspecified as to episode of care in pregnancy,BirthPossible2,Birth classified as possible,MTHICD9,664.80,C0157337,Other specified trauma to perineum and vulva- unspecified as to episode of care or not applicable,narrow,P,PrA
664.80,Other specified trauma to perineum and vulva- unspecified as to episode of care or not applicable,BirthPossible2,Birth classified as possible,ICD9CM,664.80,C0157337,Other specified trauma to perineum and vulva- unspecified as to episode of care or not applicable,narrow,P,PrA
664.90,Unspecified trauma to perineum and vulva- unspecified as to episode of care in pregnancy,BirthPossible2,Birth classified as possible,MTHICD9,664.90,C0157341,Unspecified trauma to perineum and vulva- unspecified as to episode of care or not applicable,narrow,P,PrA
664.90,Unspecified trauma to perineum and vulva- unspecified as to episode of care or not applicable,BirthPossible2,Birth classified as possible,ICD9CM,664.90,C0157341,Unspecified trauma to perineum and vulva- unspecified as to episode of care or not applicable,narrow,P,PrA
665.1,Rupture of uterus during labor,BirthPossible3,Birth classified as possible,ICD9CM,665.1,C3812903,Rupture of uterus during labor,narrow,P,PrA
665.1,Rupture of uterus during labor NOS,BirthPossible3,Birth classified as possible,MTHICD9,665.1,C3812903,Rupture of uterus during labor,narrow,P,PrA
665.10,Rupture of uterus during labor- unspecified as to episode of care or not applicable,BirthPossible3,Birth classified as possible,ICD9CM,665.10,"","",narrow,P,PrA
665.11,Rupture of uterus during labor- delivered- with or without mention of antepartum condition,BirthNarrow,Birth classified as narrow,ICD9CM,665.11,"","",narrow,P,PrA
665.2,Obstetrical inversion of uterus,BirthPossible2,Birth classified as possible,ICD9CM,665.2,C0162482,Uterine Inversion,narrow,P,PrA
665.20,Inversion of uterus- unspecified as to episode of care in pregnancy,BirthPossible2,Birth classified as possible,MTHICD9,665.20,C0157355,Inversion of uterus- unspecified as to episode of care or not applicable,narrow,P,PrA
665.20,Inversion of uterus- unspecified as to episode of care or not applicable,BirthPossible2,Birth classified as possible,ICD9CM,665.20,C0157355,Inversion of uterus- unspecified as to episode of care or not applicable,narrow,P,PrA
665.22,Inversion of uterus- delivered- with mention of postpartum complication,BirthNarrow,Birth classified as narrow,ICD9CM,665.22,"","",narrow,P,PrA
665.3,Obstetrical laceration of cervix,BirthNarrow,Birth classified as narrow,ICD9CM,665.3,C0157358,Laceration of cervix - obstetric,narrow,P,PrA
665.30,Laceration of cervix- unspecified as to episode of care in pregnancy,BirthPossible2,Birth classified as possible,MTHICD9,665.30,C0157359,Laceration of cervix- unspecified as to episode of care or not applicable,narrow,P,PrA
665.30,Laceration of cervix- unspecified as to episode of care or not applicable,BirthPossible2,Birth classified as possible,ICD9CM,665.30,C0157359,Laceration of cervix- unspecified as to episode of care or not applicable,narrow,P,PrA
665.31,Laceration of cervix- delivered- with or without mention of antepartum condition,BirthNarrow,Birth classified as narrow,ICD9CM,665.31,C0157358,Laceration of cervix - obstetric,narrow,P,PrA
665.31,Laceration of cervix- with delivery,BirthNarrow,Birth classified as narrow,MTHICD9,665.31,C0157358,Laceration of cervix - obstetric,narrow,P,PrA
665.4,High vaginal laceration during and after labor,BirthNarrow,Birth classified as narrow,ICD9CM,665.4,C0157362,High vaginal laceration during and after labor,narrow,P,PrA
665.4,High vaginal laceration during labor,BirthNarrow,Birth classified as narrow,MTHICD9,665.4,C0157362,High vaginal laceration during and after labor,narrow,P,PrA
665.40,High vaginal laceration- unspecified as to episode of care in pregnancy,BirthPossible2,Birth classified as possible,MTHICD9,665.40,C0157363,High vaginal laceration- unspecified as to episode of care or not applicable,narrow,P,PrA
665.40,High vaginal laceration- unspecified as to episode of care or not applicable,BirthPossible2,Birth classified as possible,ICD9CM,665.40,C0157363,High vaginal laceration- unspecified as to episode of care or not applicable,narrow,P,PrA
665.41,High vaginal laceration- delivered- with or without mention of antepartum condition,BirthNarrow,Birth classified as narrow,ICD9CM,665.41,"","",narrow,P,PrA
665.44,High vaginal laceration- postpartum condition or complication,BirthNarrow,Birth classified as narrow,ICD9CM,665.44,"","",narrow,P,PrA
665.7,Obstetrical hematoma of vagina,BirthNarrow,Birth classified as narrow,MTHICD9,665.7,C0269896,Hematoma of vagina during delivery,narrow,P,PrA
665.7,Obstetrical pelvic hematoma,BirthNarrow,Birth classified as narrow,ICD9CM,665.7,C0269895,Pelvic hematoma during delivery,narrow,P,PrA
665.70,Pelvic hematoma- unspecified as to episode of care,BirthPossible2,Birth classified as possible,MTHICD9,665.70,C0157375,Pelvic hematoma- unspecified as to episode of care or not applicable,narrow,P,PrA
665.70,Pelvic hematoma- unspecified as to episode of care or not applicable,BirthPossible2,Birth classified as possible,ICD9CM,665.70,C0157375,Pelvic hematoma- unspecified as to episode of care or not applicable,narrow,P,PrA
665.71,Pelvic hematoma- delivered- with or without mention of antepartum condition,BirthNarrow,Birth classified as narrow,ICD9CM,665.71,C0269895,Pelvic hematoma during delivery,narrow,P,PrA
665.71,Pelvic hematoma- with delivery,BirthNarrow,Birth classified as narrow,MTHICD9,665.71,C0269895,Pelvic hematoma during delivery,narrow,P,PrA
665.72,Pelvic hematoma- delivered with mention of postpartum complication,BirthNarrow,Birth classified as narrow,ICD9CM,665.72,"","",narrow,P,PrA
665.83,Other specified obstetrical trauma- antepartum,OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,665.83,C0157383,Other specified obstetrical trauma- antepartum condition or complication,narrow,P,PrA
665.83,Other specified obstetrical trauma- antepartum condition or complication,OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,665.83,C0157383,Other specified obstetrical trauma- antepartum condition or complication,narrow,P,PrA
665.93,Unspecified obstetrical trauma- antepartum,OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,665.93,C0157389,Unspecified obstetrical trauma- antepartum,narrow,P,PrA
665.93,Unspecified obstetrical trauma- antepartum condition or complication,OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,665.93,C0157389,Unspecified obstetrical trauma- antepartum,narrow,P,PrA
666.1,Atony of uterus with hemorrhage,BLEEDING,Pregnancy Bleeding,MTHICD9,666.1,C1719604,Atony of uterus with hemorrhage,narrow,P,PrA
667,Retained placenta or membranes- without hemorrhage,BirthNarrow,Birth classified as narrow,ICD9CM,667,C0157404,Retained placenta or membranes- without haemorrhage,narrow,P,PrA
667.0,Retained placenta NOS without hemorrhage,BirthNarrow,Birth classified as narrow,MTHICD9,667.0,C0269905,Retained placenta- without hemorrhage,narrow,P,PrA
667.0,Retained placenta without hemorrhage,BirthNarrow,Birth classified as narrow,ICD9CM,667.0,C0269905,Retained placenta- without hemorrhage,narrow,P,PrA
667.00,Retained placenta without hemorrhage- unspecified as to episode of care,BirthNarrow,Birth classified as narrow,MTHICD9,667.00,C0157405,Retained placenta without hemorrhage- unspecified as to episode of care or not applicable,narrow,P,PrA
667.00,Retained placenta without hemorrhage- unspecified as to episode of care or not applicable,BirthNarrow,Birth classified as narrow,ICD9CM,667.00,C0157405,Retained placenta without hemorrhage- unspecified as to episode of care or not applicable,narrow,P,PrA
667.02,Retained placenta without hemorrhage- delivered- with mention of postpartum complication,BirthNarrow,Birth classified as narrow,ICD9CM,667.02,"","",narrow,P,PrA
667.02,Retained placenta without hemorrhage- delivered- with mention of postpartum complication,BirthNarrow,Birth classified as narrow,MTHICD9,667.02,"","",narrow,P,PrA
667.1,Retained portions of placenta or membranes- without hemorrhage,BirthNarrow,Birth classified as narrow,ICD9CM,667.1,C0157408,Retained portions of placenta AND-OR membranes without hemorrhage,narrow,P,PrA
667.1,Retained products of conception following delivery- without hemorrhage,BirthNarrow,Birth classified as narrow,MTHICD9,667.1,C0157408,Retained portions of placenta AND-OR membranes without hemorrhage,narrow,P,PrA
667.10,Retained portions of placenta or membranes- without hemorrhage- unspecified as to episode of care,BirthNarrow,Birth classified as narrow,MTHICD9,667.10,C0157409,Retained portions of placenta or membranes- without hemorrhage- unspecified as to episode of care or not applicable,narrow,P,PrA
667.10,Retained portions of placenta or membranes- without hemorrhage- unspecified as to episode of care or not applicable,BirthNarrow,Birth classified as narrow,ICD9CM,667.10,C0157409,Retained portions of placenta or membranes- without hemorrhage- unspecified as to episode of care or not applicable,narrow,P,PrA
667.12,Retained portions of placenta or membranes- without hemorrhage- delivered- with mention of postpartum complication,BirthNarrow,Birth classified as narrow,ICD9CM,667.12,"","",narrow,P,PrA
667.12,Retained portions of placenta or membranes- without hemorrhage- delivered- with mention of postpartum complication,BirthNarrow,Birth classified as narrow,MTHICD9,667.12,"","",narrow,P,PrA
6678005,Gestation period- 15 weeks,Gestationlessthan24weeksU,Gestation less than 24 weeks UNK,SCTSPA,6678005,"","",narrow,P,PrA
6678005,Gestation period- 15 weeks,Gestationlessthan24weeksU,Gestation less than 24 weeks UNK,SNOMEDCT_US,6678005,"","",narrow,P,PrA
6678005,edad gestacional- 15 semanas (hallazgo),OngoingPregnancy1,Ongoing Pregnancy,SCTSPA,6678005,"","",narrow,P,PrA
668.1,Cardiac complications of anesthesia or other sedation in labor and delivery,BirthPossible1,Birth classified as possible,ICD9CM,668.1,C0269916,Obstetrical cardiac complication of anesthesia AND-OR sedation,narrow,P,PrA
668.10,Cardiac complications of anesthesia or other sedation in labor and delivery- unspecified as to episode of care or not applicable,BirthPossible1,Birth classified as possible,ICD9CM,668.10,"","",narrow,P,PrA
668.11,Cardiac complications of anesthesia or other sedation in labor and delivery- delivered- with or without mention of antepartum condition,BirthNarrow,Birth classified as narrow,ICD9CM,668.11,"","",narrow,P,PrA
668.12,Cardiac complications of anesthesia or other sedation in labor and delivery- delivered- with mention of postpartum complication,BirthNarrow,Birth classified as narrow,ICD9CM,668.12,"","",narrow,P,PrA
668.13,Cardiac complications of anesthesia or other sedation in labor and delivery- antepartum condition or complication,BirthPossible1,Birth classified as possible,ICD9CM,668.13,"","",narrow,P,PrA
669.0,Maternal distress,BirthNarrow,Birth classified as narrow,ICD9CM,669.0,C0473485,Maternal distress,narrow,P,PrA
669.00,Maternal distress complicating labor and delivery- unspecified as to episode of care,BirthPossible2,Birth classified as possible,MTHICD9,669.00,C0157445,Maternal distress complicating labor and delivery- unspecified as to episode of care or not applicable,narrow,P,PrA
669.00,Maternal distress complicating labor and delivery- unspecified as to episode of care or not applicable,BirthPossible2,Birth classified as possible,ICD9CM,669.00,C0157445,Maternal distress complicating labor and delivery- unspecified as to episode of care or not applicable,narrow,P,PrA
669.01,Maternal distress complicating labor and delivery- delivered- with or without mention of antepartum condition,BirthNarrow,Birth classified as narrow,ICD9CM,669.01,"","",narrow,P,PrA
669.02,Maternal distress complicating labor and delivery- delivered- with mention of postpartum complication,BirthNarrow,Birth classified as narrow,ICD9CM,669.02,"","",narrow,P,PrA
669.03,Maternal distress complicating labor and delivery- antepartum condition or complication,BirthPossible2,Birth classified as possible,ICD9CM,669.03,C0157448,Maternal distress complicating labor and delivery- antepartum condition or complication,narrow,P,PrA
669.1,Obstetric shock,BirthNarrow,Birth classified as narrow,MTHICD9,669.1,C0157450,Shock during AND-OR following labor AND-OR delivery,narrow,P,PrA
669.1,Shock during or following labor and delivery,BirthNarrow,Birth classified as narrow,ICD9CM,669.1,C0157450,Shock during AND-OR following labor AND-OR delivery,narrow,P,PrA
669.10,Shock during or following labor and delivery- unspecified as to episode of care,BirthNarrow,Birth classified as narrow,MTHICD9,669.10,C0157451,Shock during or following labor and delivery- unspecified as to episode of care or not applicable,narrow,P,PrA
669.10,Shock during or following labor and delivery- unspecified as to episode of care or not applicable,BirthNarrow,Birth classified as narrow,ICD9CM,669.10,C0157451,Shock during or following labor and delivery- unspecified as to episode of care or not applicable,narrow,P,PrA
669.11,Shock during or following labor and delivery- delivered- with or without mention of antepartum condition,BirthNarrow,Birth classified as narrow,ICD9CM,669.11,"","",narrow,P,PrA
669.12,Shock during or following labor and delivery- delivered- with mention of postpartum complication,BirthNarrow,Birth classified as narrow,ICD9CM,669.12,"","",narrow,P,PrA
669.13,Shock during or following labor and delivery- antepartum condition or complication,BirthNarrow,Birth classified as narrow,ICD9CM,669.13,"","",narrow,P,PrA
669.2,Maternal hypotension syndrome,OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,669.2,C0341966,Maternal hypotension syndrome,narrow,P,PrA
669.20,Maternal hypotension syndrome complicating labor and delivery- unspecified as to episode of care,OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,669.20,C0157456,Maternal hypotension syndrome- unspecified as to episode of care or not applicable,narrow,P,PrA
669.20,Maternal hypotension syndrome- unspecified as to episode of care or not applicable,OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,669.20,C0157456,Maternal hypotension syndrome- unspecified as to episode of care or not applicable,narrow,P,PrA
669.21,Maternal hypotension syndrome- delivered- with or without mention of antepartum condition,BirthNarrow,Birth classified as narrow,ICD9CM,669.21,"","",narrow,P,PrA
669.22,Maternal hypotension syndrome- delivered- with mention of postpartum complication,BirthNarrow,Birth classified as narrow,ICD9CM,669.22,"","",narrow,P,PrA
669.23,Maternal hypotension syndrome- antepartum condition or complication,OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,669.23,"","",narrow,P,PrA
669.3,Acute kidney failure following labor and delivery,BirthNarrow,Birth classified as narrow,ICD9CM,669.3,C2712851,Acute kidney failure following labor and delivery,narrow,P,PrA
669.30,Acute kidney failure following labor and delivery- unspecified as to episode of care or not applicable,BirthNarrow,Birth classified as narrow,ICD9CM,669.30,C0157462,Acute kidney failure following labor and delivery- unspecified as to episode of care or not applicable,narrow,P,PrA
669.30,Acute renal failure following labor and delivery- unspecified as to episode of care,BirthNarrow,Birth classified as narrow,MTHICD9,669.30,C0157462,Acute kidney failure following labor and delivery- unspecified as to episode of care or not applicable,narrow,P,PrA
669.32,Acute kidney failure following labor and delivery- delivered- with mention of postpartum complication,BirthNarrow,Birth classified as narrow,ICD9CM,669.32,"","",narrow,P,PrA
669.4,Other complications of obstetrical surgery and procedures,OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,669.4,C0157465,Other complications of obstetric surgery and procedures,narrow,P,PrA
669.40,Other complications of obstetrical surgery and procedures- unspecified as to episode of care,OngoingPregnancy5,Ongoing Pregnancy,MTHICD9,669.40,C0157466,Other complications of obstetrical surgery and procedures- unspecified as to episode of care or not applicable,narrow,P,PrA
669.40,Other complications of obstetrical surgery and procedures- unspecified as to episode of care or not applicable,OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,669.40,C0157466,Other complications of obstetrical surgery and procedures- unspecified as to episode of care or not applicable,narrow,P,PrA
669.41,Other complications of obstetrical surgery and procedures- delivered- with or without mention of antepartum condition,BirthNarrow,Birth classified as narrow,ICD9CM,669.41,"","",narrow,P,PrA
669.42,Other complications of obstetrical surgery and procedures- delivered- with mention of postpartum complication,BirthNarrow,Birth classified as narrow,ICD9CM,669.42,"","",narrow,P,PrA
669.43,Other complications of obstetrical surgery and procedures- antepartum condition or complication,OngoingPregnancy5,Ongoing Pregnancy,ICD9CM,669.43,C0375475,Other complications of obstetrical surgery and procedures- antepartum condition or complication,narrow,P,PrA
