event_definition,coding_system,code,code_name,concept,concept_name,tags,system,event_abbreviation,type,code_original
Ongoing Pregnancy,ICPC2P,W82003,Abortion-threatened,C0000821,Threatened abortion,"",P,OngoingPregnancy1,PrA,W82003
Ongoing Pregnancy,ICPC2P,W82006,Miscarriage-threatened,C0000821,Threatened abortion,"",P,OngoingPregnancy1,PrA,W82006
Ongoing Pregnancy,ICPC2P,W05004,Hyperemesis gravidarum,C0020450,Hyperemesis Gravidarum,"",P,OngoingPregnancy1,PrA,W05004
Ongoing Pregnancy,ICPC2P,W99005,Placenta praevia,C0032046,Placenta Previa,"",P,OngoingPregnancy1,PrA,W99005
Ongoing Pregnancy,ICPC2P,W84003,Pregnancy-post term,C0032993,Pregnancy- Prolonged,"",P,OngoingPregnancy1,PrA,W84003
Ongoing Pregnancy,ICPC2P,W03001,Bleeding-antepartum,C0269608,Antepartum hemorrhage,"",P,OngoingPregnancy1,PrA,W03001
Ongoing Pregnancy,ICPC2P,W03004,Haemorrhage-antepartum,C0269608,Antepartum hemorrhage,"",P,OngoingPregnancy1,PrA,W03004
Ongoing Pregnancy,ICPC2P,W05003,Vomiting-pregnancy,C0269661,Vomiting of pregnancy,"",P,OngoingPregnancy1,PrA,W05003
Ongoing Pregnancy,ICPC2P,W84020,Anaemia (in)-pregnancy,C0271930,Anemia of pregnancy,"",P,OngoingPregnancy2,PrA,W84020
Ongoing Pregnancy,ICPC2P,W84011,Complicated-pregnancy,C0032962,Pregnancy Complications,"",P,OngoingPregnancy3,PrA,W84011
Ongoing Pregnancy,ICPC2P,W84002,Pregnancy-multiple,C0032989,Multiple Pregnancy,"",P,OngoingPregnancy3,PrA,W84002
Ongoing Pregnancy,ICPC2P,W84007,Pregnancy-twins,C0152150,Pregnancy- Twin,"",P,OngoingPregnancy3,PrA,W84007
Ongoing Pregnancy,ICPC2P,W84014,RH-iso-immunisation,C0035404,Rh Isoimmunization,"",P,OngoingPregnancy4,PrA,W84014
Ongoing Pregnancy,ICPC2P,W84027,Premature-rupture of membranes,C0015944,Fetal Membranes- Premature Rupture,"",P,OngoingPregnancy5,PrA,W84027
Ongoing Pregnancy,ICPC2P,W84016,Hydramnios,C0020224,Polyhydramnios,"",P,OngoingPregnancy5,PrA,W84016
Ongoing Pregnancy,ICPC2P,A94023,Persistent foetal circulation,C0031190,Persistent Fetal Circulation Syndrome,"",P,OngoingPregnancy5,PrA,A94023
Ongoing Pregnancy,ICPC2P,W84017,Primigravida-elderly,C0157187,Elderly primigravida,"",P,OngoingPregnancy5,PrA,W84017
Ongoing Pregnancy,ICPC2P,W92025,Failed induction-medical,C0269808,Failed medical induction of labor,"",P,OngoingPregnancy5,PrA,W92025
Ongoing Pregnancy,ICPC2P,A90013,Foetal alcohol syndrome,C0015923,Fetal Alcohol Syndrome,"",P,OngoingPregnancy6,PrA,A90013
Ongoing Pregnancy,ICPC2P,W84015,Intrauterine growth retardatio,C0015934,Fetal Growth Retardation,"",P,OngoingPregnancy6,PrA,W84015
Ongoing Pregnancy,ICPC2P,A94023,Persistent foetal circulation,C0031190,Persistent Fetal Circulation Syndrome,"",P,OngoingPregnancy6,PrA,A94023
Ongoing Pregnancy,ICPC2P,A74004,Rubella-congenital,C0035921,Congenital Rubella Syndrome,"",P,OngoingPregnancy6,PrA,A74004
Ongoing Pregnancy,ICPC2P,W82003,Abortion-threatened,C0000821,Threatened abortion,"",P,OngoingPregnancy7,PrA,W82003
Ongoing Pregnancy,ICPC2P,W82006,Miscarriage-threatened,C0000821,Threatened abortion,"",P,OngoingPregnancy7,PrA,W82006
Ongoing Pregnancy,ICPC2P,W84010,Incompetence-cervical,C0007871,Uterine Cervical Incompetence,"",P,OngoingPregnancy7,PrA,W84010
Ongoing Pregnancy,ICPC2P,X85009,Incompetent-cervix,C0007871,Uterine Cervical Incompetence,"",P,OngoingPregnancy7,PrA,X85009
Ongoing Pregnancy,ICPC2P,W84016,Hydramnios,C0020224,Polyhydramnios,"",P,OngoingPregnancy7,PrA,W84016
Ongoing Pregnancy,ICPC2P,W81004,Pre-eclampsia,C0032914,Pre-Eclampsia,"",P,OngoingPregnancy7,PrA,W81004
Ongoing Pregnancy,ICPC2P,W84011,Complicated-pregnancy,C0032962,Pregnancy Complications,"",P,OngoingPregnancy7,PrA,W84011
Ongoing Pregnancy,ICPC2P,W84002,Pregnancy-multiple,C0032989,Multiple Pregnancy,"",P,OngoingPregnancy7,PrA,W84002
Ongoing Pregnancy,ICPC2P,W84003,Pregnancy-post term,C0032993,Pregnancy- Prolonged,"",P,OngoingPregnancy7,PrA,W84003
Ongoing Pregnancy,ICPC2P,W84014,RH-iso-immunisation,C0035404,Rh Isoimmunization,"",P,OngoingPregnancy7,PrA,W84014
Ongoing Pregnancy,ICPC2P,W77004,Diabetes-during pregnancy,C0085207,Gestational Diabetes,"",P,OngoingPregnancy7,PrA,W77004
Ongoing Pregnancy,ICPC2P,W85001,Diabetes-during pregnancy,C0085207,Gestational Diabetes,"",P,OngoingPregnancy7,PrA,W85001
Ongoing Pregnancy,ICPC2P,W99012,Disease-pregnancy,C0151864,Disorder of pregnancy,"",P,OngoingPregnancy7,PrA,W99012
Ongoing Pregnancy,ICPC2P,W84007,Pregnancy-twins,C0152150,Pregnancy- Twin,"",P,OngoingPregnancy7,PrA,W84007
Ongoing Pregnancy,ICPC2P,W03002,Bleeding (in)-pregnancy,C0269596,Hemorrhagic complication of pregnancy,"",P,OngoingPregnancy7,PrA,W03002
Ongoing Pregnancy,ICPC2P,U71006,Cystitis-pregnancy,C0341959,Cystitis of pregnancy,"",P,OngoingPregnancy7,PrA,U71006
Ongoing Pregnancy,ICPC2P,W29008,Edema-pregnancy,C0341960,Gestational edema,"",P,OngoingPregnancy7,PrA,W29008
Ongoing Pregnancy,ICPC2P,W81009,Oedema-pregnancy,C0341960,Gestational edema,"",P,OngoingPregnancy7,PrA,W81009
Ongoing Pregnancy,ICPC2P,U71010,Urinary tract infect-pregnancy,C0495188,Urinary tract infection in pregnancy,"",P,OngoingPregnancy7,PrA,U71010
Ongoing Pregnancy,ICPC2P,Z04001,Pregnancy-illegitimate,C1313860,Encounter due to Illegitimate pregnancy,"",P,OngoingPregnancy7,PrA,Z04001
Ongoing Pregnancy,MTHICD9,640.03,Threatened abortion- antepartum,C0000821,Threatened abortion,"",P,OngoingPregnancy1,PrA,640.03
Ongoing Pregnancy,MTHICD9,640.00,Threatened abortion- unspecified as to episode of care,C0156605,Threatened abortion- unspecified as to episode of care,"",P,OngoingPregnancy1,PrA,640.00
Ongoing Pregnancy,MTHICD9,640.80,Other specified hemorrhage in early pregnancy- unspecified as to episode of care,C0156609,Other specified hemorrhage in early pregnancy- unspecified as to episode of care or not applicable,"",P,OngoingPregnancy1,PrA,640.80
Ongoing Pregnancy,MTHICD9,640.90,Unspecified hemorrhage in early pregnancy- unspecified as to episode of care,C0156613,Unspecified hemorrhage in early pregnancy- unspecified as to episode of care,"",P,OngoingPregnancy1,PrA,640.90
Ongoing Pregnancy,MTHICD9,641.0,Low implantation of placenta without hemorrhage,C0156617,Placenta previa without hemorrhage,"",P,OngoingPregnancy1,PrA,641.0
Ongoing Pregnancy,MTHICD9,641.00,Placenta previa without hemorrhage- unspecified as to episode of care,C0156618,Placenta praevia without haemorrhage- unspecified as to episode of care,"",P,OngoingPregnancy1,PrA,641.00
Ongoing Pregnancy,MTHICD9,641.03,Placenta previa without hemorrhage- antepartum,C0156620,Placenta praevia without haemorrhage- antepartum,"",P,OngoingPregnancy1,PrA,641.03
Ongoing Pregnancy,MTHICD9,641.10,Hemorrhage from placenta previa- unspecified as to episode of care,C0156621,Placenta previa with hemorrhage,"",P,OngoingPregnancy1,PrA,641.10
Ongoing Pregnancy,MTHICD9,641.13,Hemorrhage from placenta previa- antepartum,C0156624,Haemorrhage from placenta praevia- antepartum,"",P,OngoingPregnancy1,PrA,641.13
Ongoing Pregnancy,MTHICD9,641.23,Premature separation of placenta- antepartum,C0156627,Premature separation of placenta- antepartum,"",P,OngoingPregnancy1,PrA,641.23
Ongoing Pregnancy,MTHICD9,641.30,Antepartum hemorrhage associated with coagulation defects- unspecified as to episode of care,C0156629,Antepartum hemorrhage associated with coagulation defects- unspecified as to episode of care or not applicable,"",P,OngoingPregnancy1,PrA,641.30
Ongoing Pregnancy,MTHICD9,641.80,Other antepartum hemorrhage- unspecified as to episode of care,C0156633,Other antepartum hemorrhage- unspecified as to episode of care or not applicable,"",P,OngoingPregnancy1,PrA,641.80
Ongoing Pregnancy,MTHICD9,641.90,Unspecified antepartum hemorrhage- unspecified as to episode of care,C0156637,Unspecified antepartum haemorrhage- unspecified as to episode of care,"",P,OngoingPregnancy1,PrA,641.90
Ongoing Pregnancy,MTHICD9,642.00,Benign essential hypertension complicating pregnancy- childbirth- and the puerperium- unspecified as to episode of care,C0156642,Benign essential hypertension complicating pregnancy- childbirth- and the puerperium- unspecified as to episode of care or not applicable,"",P,OngoingPregnancy1,PrA,642.00
Ongoing Pregnancy,MTHICD9,642.03,Benign essential hypertension antepartum,C0156645,Benign essential hypertension antepartum,"",P,OngoingPregnancy1,PrA,642.03
Ongoing Pregnancy,MTHICD9,642.1,Hypertension secondary to renal disease- complicating pregnancy- childbirth and the puerperium,C0156647,Hypertension secondary to renal disease- complicating pregnancy- childbirth- and the puerperium,"",P,OngoingPregnancy1,PrA,642.1
Ongoing Pregnancy,MTHICD9,642.10,Hypertension secondary to renal disease- complicating pregnancy- childbirth and the puerperium- unspecified as to episode of care,C0156648,Hypertension secondary to renal disease- complicating pregnancy- childbirth- and the puerperium- unspecified as to episode of care or not applicable,"",P,OngoingPregnancy1,PrA,642.10
Ongoing Pregnancy,MTHICD9,642.13,Hypertension secondary to renal disease- antepartum,C0156651,Hypertension secondary to renal disease- antepartum,"",P,OngoingPregnancy1,PrA,642.13
Ongoing Pregnancy,MTHICD9,642.2,Other pre-existing hypertension complicating pregnancy- childbirth and the puerperium,C0156653,Other pre-existing hypertension complicating pregnancy- childbirth- and the puerperium,"",P,OngoingPregnancy1,PrA,642.2
Ongoing Pregnancy,MTHICD9,642.23,Other pre-existing hypertension- antepartum,C0156657,Other pre-existing hypertension- complicating pregnancy- childbirth- and the puerperium- antepartum condition or complication,"",P,OngoingPregnancy1,PrA,642.23
Ongoing Pregnancy,MTHICD9,642.24,Other pre-existing hypertension- postpartum,C0156658,Other pre-existing hypertension-complicating pregnancy- childbirth- and the puerperium- - postpartum condition or complication,"",P,OngoingPregnancy1,PrA,642.24
Ongoing Pregnancy,MTHICD9,642.30,Transient hypertension of pregnancy- unspecified as to episode of care,C0156659,Transient hypertension of pregnancy- unspecified as to episode of care,"",P,OngoingPregnancy1,PrA,642.30
Ongoing Pregnancy,MTHICD9,642.33,Transient hypertension of pregnancy- antepartum,C0156662,Transient hypertension of pregnancy- antepartum,"",P,OngoingPregnancy1,PrA,642.33
Ongoing Pregnancy,MTHICD9,642.40,Mild or unspecified pre-eclampsia- unspecified as to episode of care,C0156664,Mild or unspecified pre-eclampsia- unspecified as to episode of care or not applicable,"",P,OngoingPregnancy1,PrA,642.40
Ongoing Pregnancy,MTHICD9,642.43,Mild or unspecified pre-eclampsia- antepartum,C0156667,Mild or unspecified pre-eclampsia- antepartum condition or complication,"",P,OngoingPregnancy1,PrA,642.43
Ongoing Pregnancy,MTHICD9,642.53,Severe pre-eclampsia- antepartum,C0156672,Severe pre-eclampsia- antepartum condition or complication,"",P,OngoingPregnancy1,PrA,642.53
Ongoing Pregnancy,MTHICD9,642.60,Eclampsia complicating pregnancy- childbirth or the puerperium- unspecified as to episode of care,C0156674,Eclampsia- unspecified as to episode of care or not applicable,"",P,OngoingPregnancy1,PrA,642.60
Ongoing Pregnancy,MTHICD9,642.70,Pre-eclampsia or eclampsia superimposed on pre-existing hypertension- complicating pregnancy- childbirth- or the puerperium- unspecified as to episode of care,C0156680,Pre-eclampsia or eclampsia superimposed on pre-existing hypertension- unspecified as to episode of care or not applicable,"",P,OngoingPregnancy1,PrA,642.70
Ongoing Pregnancy,MTHICD9,642.73,Pre-eclampsia or eclampsia superimposed on pre-existing hypertension- antepartum,C0156683,Pre-eclampsia or eclampsia superimposed on pre-existing hypertension- antepartum condition or complication,"",P,OngoingPregnancy1,PrA,642.73
Ongoing Pregnancy,MTHICD9,642.90,Unspecified hypertension complicating pregnancy- childbirth- or the puerperium- unspecified as to episode of care,C0156686,Unspecified hypertension complicating pregnancy- childbirth- or the puerperium- unspecified as to episode of care or not applicable,"",P,OngoingPregnancy1,PrA,642.90
Ongoing Pregnancy,MTHICD9,642.93,Unspecified antepartum hypertension,C0156689,Unspecified antepartum hypertension,"",P,OngoingPregnancy1,PrA,642.93
Ongoing Pregnancy,MTHICD9,643.00,Mild hyperemesis gravidarum- unspecified as to episode of care,C0156692,Mild hyperemesis gravidarum- unspecified as to episode of care or not applicable,"",P,OngoingPregnancy1,PrA,643.00
Ongoing Pregnancy,MTHICD9,643.03,Mild hyperemesis gravidarum- antepartum,C0156694,Mild hyperemesis gravidarum- antepartum condition or complication,"",P,OngoingPregnancy1,PrA,643.03
Ongoing Pregnancy,MTHICD9,643.10,Hyperemesis gravidarum with metabolic disturbance- unspecified as to episode of care,C0156696,Hyperemesis gravidarum with metabolic disturbance- unspecified as to episode of care or not applicable,"",P,OngoingPregnancy1,PrA,643.10
Ongoing Pregnancy,MTHICD9,643.13,Hyperemesis gravidarum with metabolic disturbance- antepartum,C0156698,Hyperemesis gravidarum with metabolic disturbance- antepartum,"",P,OngoingPregnancy1,PrA,643.13
Ongoing Pregnancy,MTHICD9,643.2,Excessive vomiting starting after 22 completed weeks of gestation,C0156699,Late vomiting of pregnancy,"",P,OngoingPregnancy1,PrA,643.2
Ongoing Pregnancy,MTHICD9,643.20,Late vomiting of pregnancy- unspecified as to episode of care,C0156700,Late vomiting of pregnancy- unspecified as to episode of care,"",P,OngoingPregnancy1,PrA,643.20
Ongoing Pregnancy,MTHICD9,643.80,Other vomiting complicating pregnancy- unspecified as to episode of care,C0156704,Other vomiting complicating pregnancy- unspecified as to episode of care or not applicable,"",P,OngoingPregnancy1,PrA,643.80
Ongoing Pregnancy,MTHICD9,643.83,Other vomiting complicating pregnancy- antepartum,C0156706,Other vomiting complicating pregnancy- antepartum condition or complication,"",P,OngoingPregnancy1,PrA,643.83
Ongoing Pregnancy,MTHICD9,643.90,Unspecified vomiting of pregnancy- unspecified as to episode of care,C0156708,Unspecified vomiting of pregnancy- unspecified as to episode of care,"",P,OngoingPregnancy1,PrA,643.90
Ongoing Pregnancy,MTHICD9,643.93,Unspecified vomiting of pregnancy- antepartum,C0156710,Unspecified vomiting of pregnancy- antepartum,"",P,OngoingPregnancy1,PrA,643.93
Ongoing Pregnancy,MTHICD9,644.00,Threatened premature labor- unspecified as to episode of care,C0156713,Threatened premature labour- unspecified as to episode of care,"",P,OngoingPregnancy1,PrA,644.00
Ongoing Pregnancy,MTHICD9,644.03,Threatened premature labor- antepartum,C0156714,Threatened premature labour- antepartum,"",P,OngoingPregnancy1,PrA,644.03
Ongoing Pregnancy,MTHICD9,644.10,Other threatened labor- unspecified as to episode of care,C0156716,Other threatened labor- unspecified as to episode of care or not applicable,"",P,OngoingPregnancy1,PrA,644.10
Ongoing Pregnancy,MTHICD9,644.20,Early onset of delivery- unspecified as to episode of care,C0156718,Early onset of delivery- unspecified as to episode of care,"",P,OngoingPregnancy1,PrA,644.20
Ongoing Pregnancy,MTHICD9,646.00,Papyraceous fetus- unspecified as to episode of care,C0156725,Papyraceous fetus- unspecified as to episode of care or not applicable,"",P,OngoingPregnancy1,PrA,646.00
Ongoing Pregnancy,MTHICD9,642.6,Eclamptic toxemia complicating pregnancy- childbirth or the puerperium,C0260338,Eclampsia complicating pregnancy- childbirth or the puerperium,"",P,OngoingPregnancy1,PrA,642.6
Ongoing Pregnancy,MTHICD9,640.93,Unspecified hemorrhage in early pregnancy- antepartum,C0269599,Hemorrhage in early pregnancy- antepartum,"",P,OngoingPregnancy1,PrA,640.93
Ongoing Pregnancy,MTHICD9,640.83,Other specified hemorrhage in early pregnancy- antepartum,C0269607,Other specified hemorrhage in early pregnancy- antepartum condition or complication,"",P,OngoingPregnancy1,PrA,640.83
Ongoing Pregnancy,MTHICD9,641.9,Antepartum hemorrhage NOS,C0269608,Antepartum hemorrhage,"",P,OngoingPregnancy1,PrA,641.9
Ongoing Pregnancy,MTHICD9,641.93,Unspecified antepartum hemorrhage- antepartum,C0269608,Antepartum hemorrhage,"",P,OngoingPregnancy1,PrA,641.93
Ongoing Pregnancy,MTHICD9,642.4,Mild pre-eclampsia,C0269658,Mild pre-eclampsia,"",P,OngoingPregnancy1,PrA,642.4
Ongoing Pregnancy,MTHICD9,642.0,Benign essential hypertension complicating pregnancy- childbirth and the puerperium,C0341930,Benign essential hypertension complicating pregnancy- childbirth and the puerperium,"",P,OngoingPregnancy1,PrA,642.0
Ongoing Pregnancy,MTHICD9,642.5,Pre-eclampsia- severe,C0341950,Severe pre-eclampsia,"",P,OngoingPregnancy1,PrA,642.5
Ongoing Pregnancy,MTHICD9,644.0,Premature labor after 22 weeks- but before 37 completed weeks of gestation without delivery,C0473390,Threatened premature labor,"",P,OngoingPregnancy1,PrA,644.0
Ongoing Pregnancy,MTHICD9,641.2,Ablatio placentae,C0000832,Abruptio Placentae,"",P,OngoingPregnancy1,PrA,641.2
Ongoing Pregnancy,MTHICD9,641.20,Premature separation of placenta- unspecified as to episode of care,C0000832,Abruptio Placentae,"",P,OngoingPregnancy1,PrA,641.20
Ongoing Pregnancy,MTHICD9,653.4,Cephalopelvic disproportion NOS,C0085988,Cephalopelvic Disproportion,"",P,OngoingPregnancy1,PrA,653.4
Ongoing Pregnancy,MTHICD9,642.01,Benign essential hypertension with delivery,C0156643,Benign essential hypertension complicating pregnancy- childbirth- and the puerperium- delivered- with or without mention of antepartum condition,"",P,OngoingPregnancy1,PrA,642.01
Ongoing Pregnancy,MTHICD9,642.02,Benign essential hypertension- with delivery- with mention of postpartum complication,C0156644,Benign essential hypertension- complicating pregnancy- childbirth- and the puerperium- delivered- with mention of postpartum complication,"",P,OngoingPregnancy1,PrA,642.02
Ongoing Pregnancy,MTHICD9,642.11,Hypertension secondary to renal disease- with delivery,C0156649,Hypertension secondary to renal disease- complicating pregnancy- childbirth- and the puerperium- delivered- with or without mention of antepartum condition,"",P,OngoingPregnancy1,PrA,642.11
Ongoing Pregnancy,MTHICD9,642.12,Hypertension secondary to renal disease- with delivery- with mention of postpartum complication,C0156650,Hypertension secondary to renal disease- complicating pregnancy- childbirth- and the puerperium- delivered- with mention of postpartum complication,"",P,OngoingPregnancy1,PrA,642.12
Ongoing Pregnancy,MTHICD9,642.20,Other pre-existing hypertension complicating pregnancy- childbirth and the puerperium- unspecified as to episode of care,C0156654,Other pre-existing hypertension complicating pregnancy- childbirth- and the puerperium- unspecified as to episode of care or not applicable,"",P,OngoingPregnancy1,PrA,642.20
Ongoing Pregnancy,MTHICD9,642.21,Other pre-existing hypertension- with delivery,C0156655,Other pre-existing hypertension- complicating pregnancy- childbirth- and the puerperium- delivered- with or without mention of antepartum condition,"",P,OngoingPregnancy1,PrA,642.21
Ongoing Pregnancy,MTHICD9,642.22,Other pre-existing hypertension- with delivery- with mention of postpartum complication,C0156656,Other pre-existing hypertension- complicating pregnancy- childbirth- and the puerperium- delivered- with mention of postpartum complication,"",P,OngoingPregnancy1,PrA,642.22
Ongoing Pregnancy,MTHICD9,642.32,Transient hypertension of pregnancy- with delivery- with mention of postpartum complication,C0156661,Transient hypertension of pregnancy- delivered- with mention of postpartum complication,"",P,OngoingPregnancy1,PrA,642.32
Ongoing Pregnancy,MTHICD9,642.42,Mild or unspecified pre-eclampsia- with delivery- with mention of postpartum complication,C0156666,Mild or unspecified pre-eclampsia- delivered- with mention of postpartum complication,"",P,OngoingPregnancy1,PrA,642.42
Ongoing Pregnancy,MTHICD9,642.44,Mild or unspecified pre-eclampsia- postpartum,C0156668,Mild or unspecified pre-eclampsia- postpartum condition or complication,"",P,OngoingPregnancy1,PrA,642.44
Ongoing Pregnancy,MTHICD9,642.50,Severe pre-eclampsia- unspecified as to episode of care,C0156669,Severe pre-eclampsia- unspecified as to episode of care or not applicable,"",P,OngoingPregnancy1,PrA,642.50
Ongoing Pregnancy,MTHICD9,642.51,Severe pre-eclampsia- with delivery,C0156670,Severe pre-eclampsia- delivered- with or without mention of antepartum condition,"",P,OngoingPregnancy1,PrA,642.51
Ongoing Pregnancy,MTHICD9,642.52,Severe pre-eclampsia- with delivery- with mention of postpartum complication,C0156671,Severe pre-eclampsia- delivered- with mention of postpartum complication,"",P,OngoingPregnancy1,PrA,642.52
Ongoing Pregnancy,MTHICD9,642.54,Severe pre-eclampsia- postpartum,C0156673,Severe pre-eclampsia- postpartum condition or complication,"",P,OngoingPregnancy1,PrA,642.54
Ongoing Pregnancy,MTHICD9,642.62,Eclampsia- with delivery- with mention of postpartum complication,C0156676,Eclampsia- delivered- with mention of postpartum complication,"",P,OngoingPregnancy1,PrA,642.62
Ongoing Pregnancy,MTHICD9,642.64,Eclampsia- postpartum,C0156678,Eclampsia in puerperium,"",P,OngoingPregnancy1,PrA,642.64
Ongoing Pregnancy,MTHICD9,642.71,Pre-eclampsia or eclampsia superimposed on pre-existing hypertension- with delivery,C0156681,Pre-eclampsia or eclampsia superimposed on pre-existing hypertension- delivered- with or without mention of antepartum condition,"",P,OngoingPregnancy1,PrA,642.71
Ongoing Pregnancy,MTHICD9,642.72,Pre-eclampsia or eclampsia superimposed on pre-existing hypertension- with delivery- with mention of postpartum complication,C0156682,Pre-eclampsia or eclampsia superimposed on pre-existing hypertension- delivered- with mention of postpartum complication,"",P,OngoingPregnancy1,PrA,642.72
Ongoing Pregnancy,MTHICD9,642.91,Unspecified hypertension- with delivery,C0156687,Unspecified hypertension complicating pregnancy- childbirth- or the puerperium- delivered- with or without mention of antepartum condition,"",P,OngoingPregnancy1,PrA,642.91
Ongoing Pregnancy,MTHICD9,642.92,Unspecified hypertension- with delivery- with mention of postpartum complication,C0156688,Unspecified hypertension complicating pregnancy- childbirth- or the puerperium- delivered- with mention of postpartum complication,"",P,OngoingPregnancy1,PrA,642.92
Ongoing Pregnancy,MTHICD9,643.11,Hyperemesis gravidarum with metabolic disturbance- delivered,C0156697,Hyperemesis gravidarum with metabolic disturbance - delivered,"",P,OngoingPregnancy1,PrA,643.11
Ongoing Pregnancy,MTHICD9,644.13,Other threatened labor- antepartum,C0156717,Other threatened labor- antepartum condition or complication,"",P,OngoingPregnancy1,PrA,644.13
Ongoing Pregnancy,MTHICD9,646.52,Asymptomatic bacteriuria in pregnancy- with delivery- with mention of postpartum complication,C0156753,Asymptomatic bacteriuria in pregnancy- delivered- with mention of postpartum complication,"",P,OngoingPregnancy1,PrA,646.52
Ongoing Pregnancy,MTHICD9,646.62,Infections of genitourinary tract in pregnancy- with delivery- with mention of postpartum complication,C0156759,Infections of genitourinary tract in pregnancy- delivered- with mention of postpartum complication,"",P,OngoingPregnancy1,PrA,646.62
Ongoing Pregnancy,MTHICD9,647.02,Syphilis of mother- complicating pregnancy- with delivery- with mention of postpartum complication,C0156778,Syphilis of mother- complicating pregnancy- childbirth- or the puerperium- delivered- with mention of postpartum complication,"",P,OngoingPregnancy1,PrA,647.02
Ongoing Pregnancy,MTHICD9,647.11,Gonorrhea of mother- with delivery,C0156783,Gonorrhea of mother- complicating pregnancy- childbirth- or the puerperium- delivered- with or without mention of antepartum condition,"",P,OngoingPregnancy1,PrA,647.11
Ongoing Pregnancy,MTHICD9,647.12,Gonorrhea of mother- with delivery- with mention of postpartum complication,C0156784,Gonorrhea of mother- complicating pregnancy- childbirth- or the puerperium- delivered- with mention of postpartum complication,"",P,OngoingPregnancy1,PrA,647.12
Ongoing Pregnancy,MTHICD9,647.31,Tuberculosis of mother- with delivery,C0156795,Tuberculosis of mother- complicating pregnancy- childbirth- or the puerperium- delivered- with or without mention of antepartum condition,"",P,OngoingPregnancy1,PrA,647.31
Ongoing Pregnancy,MTHICD9,647.32,Tuberculosis of mother- with delivery- with mention of postpartum complication,C0156796,Tuberculosis of mother- complicating pregnancy- childbirth- or the puerperium- delivered- with mention of postpartum complication,"",P,OngoingPregnancy1,PrA,647.32
Ongoing Pregnancy,MTHICD9,647.42,Malaria of mother- with delivery- with mention of postpartum complication,C0156802,Malaria in the mother- delivered- with mention of postpartum complication,"",P,OngoingPregnancy1,PrA,647.42
Ongoing Pregnancy,MTHICD9,647.52,Rubella of mother- with delivery- with mention of postpartum complication,C0156808,Rubella in the mother- delivered- with mention of postpartum complication,"",P,OngoingPregnancy1,PrA,647.52
Ongoing Pregnancy,MTHICD9,647.62,Other viral diseases of mother- with delivery- with mention of postpartum complication,C0156814,Other viral diseases in the mother- delivered- with mention of postpartum complication,"",P,OngoingPregnancy1,PrA,647.62
Ongoing Pregnancy,MTHICD9,647.81,Other specified infectious and parasitic diseases of mother- with delivery,C0156819,Other specified infectious and parasitic diseases of mother- delivered- with or without mention of antepartum condition,"",P,OngoingPregnancy1,PrA,647.81
Ongoing Pregnancy,MTHICD9,647.82,Other specified infectious and parasitic diseases of mother- with delivery- with mention of postpartum complication,C0156820,Other specified infectious and parasitic diseases of mother- delivered- with mention of postpartum complication,"",P,OngoingPregnancy1,PrA,647.82
Ongoing Pregnancy,MTHICD9,647.91,Unspecified infection or infestation of mother- with delivery,C0156825,Unspecified infection or infestation of mother- delivered- with or without mention of antepartum condition,"",P,OngoingPregnancy1,PrA,647.91
Ongoing Pregnancy,MTHICD9,647.92,Unspecified infection or infestation of mother- with delivery- with mention of postpartum complication,C0156826,Unspecified infection or infestation of mother- delivered- with mention of postpartum complication,"",P,OngoingPregnancy1,PrA,647.92
Ongoing Pregnancy,MTHICD9,647.93,Unspecified infection or infestation of mother- antepartum,C0156827,Unspecified infection or infestation of mother- antepartum condition or complication,"",P,OngoingPregnancy1,PrA,647.93
Ongoing Pregnancy,MTHICD9,671.8,Hemorrhoids in pregnancy and the puerperium,C0342033,Hemorrhoids in pregnancy and the puerperium,"",P,OngoingPregnancy1,PrA,671.8
Ongoing Pregnancy,MTHICD9,673.12,Amniotic fluid embolism- with delivery- with mention of postpartum complication,C0157549,Amniotic fluid embolism- delivered- with mention of postpartum complication,"",P,OngoingPregnancy1,PrA,673.12
Ongoing Pregnancy,MTHICD9,673.20,Obstetrical blood-clot embolism- unspecified as to episode of care,C0157552,Obstetrical blood clot embolism,"",P,OngoingPregnancy1,PrA,673.20
Ongoing Pregnancy,MTHICD9,673.21,Obstetrical blood-clot embolism- with delivery- with or without mention of antepartum condition,C0157554,Obstetrical blood-clot embolism- delivered- with or without mention of antepartum condition,"",P,OngoingPregnancy1,PrA,673.21
Ongoing Pregnancy,MTHICD9,673.22,Obstetrical blood-clot embolism- with mention of postpartum complication,C0157555,Obstetrical blood-clot embolism- delivered- with mention of postpartum complication,"",P,OngoingPregnancy1,PrA,673.22
Ongoing Pregnancy,MTHICD9,673.23,Obstetrical blood-clot embolism- antepartum,C0157556,Obstetrical blood-clot embolism- antepartum,"",P,OngoingPregnancy1,PrA,673.23
Ongoing Pregnancy,MTHICD9,673.24,Obstetrical blood-clot embolism- postpartum,C0157557,Obstetrical blood-clot embolism- postpartum condition or complication,"",P,OngoingPregnancy1,PrA,673.24
Ongoing Pregnancy,MTHICD9,673.31,Obstetrical pyemic and septic embolism- with delivery- with or without mention of antepartum condition,C0157560,Obstetrical pyemic and septic embolism- delivered- with or without mention of antepartum condition,"",P,OngoingPregnancy1,PrA,673.31
